BGC	Accession ID	Description	Product Prediction	BiG-SCAPE class	Organism	Taxonomy
HN_SY_contig_27784474.region001	HN_SY_contig_27784474	Genus species strain strain	RiPP-like	RiPPs	Genus species Unclassified.	
HN_SY_contig_27821565.region001	HN_SY_contig_27821565	Genus species strain strain	RiPP-like	RiPPs	Genus species Unclassified.	
HN_SY_contig_27828878.region001	HN_SY_contig_27828878	Genus species strain strain	RiPP-like	RiPPs	Genus species Unclassified.	
HN_SY_contig_27877905.region001	HN_SY_contig_27877905	Genus species strain strain	RRE-containing	RiPPs	Genus species Unclassified.	
HN_SY_contig_27903838.region001	HN_SY_contig_27903838	Genus species strain strain	cyanobactin	RiPPs	Genus species Unclassified.	
HN_SY_contig_27942486.region001	HN_SY_contig_27942486	Genus species strain strain	RiPP-like	RiPPs	Genus species Unclassified.	
HN_SY_contig_27946580.region001	HN_SY_contig_27946580	Genus species strain strain	RRE-containing	RiPPs	Genus species Unclassified.	
HN_SY_contig_27989327.region001	HN_SY_contig_27989327	Genus species strain strain	lanthipeptide-class-ii	RiPPs	Genus species Unclassified.	
HN_SY_contig_28392833.region001	HN_SY_contig_28392833	Genus species strain strain	RRE-containing	RiPPs	Genus species Unclassified.	
HN_SY_contig_28436794.region001	HN_SY_contig_28436794	Genus species strain strain	RiPP-like	RiPPs	Genus species Unclassified.	
HN_SY_contig_28703578.region001	HN_SY_contig_28703578	Genus species strain strain	lanthipeptide-class-iv	RiPPs	Genus species Unclassified.	
HN_SY_contig_28778370.region001	HN_SY_contig_28778370	Genus species strain strain	RiPP-like	RiPPs	Genus species Unclassified.	
HN_SY_contig_28866608.region001	HN_SY_contig_28866608	Genus species strain strain	cyanobactin	RiPPs	Genus species Unclassified.	
HN_SY_contig_28899292.region001	HN_SY_contig_28899292	Genus species strain strain	RiPP-like	RiPPs	Genus species Unclassified.	
HN_SY_contig_2893318.region001	HN_SY_contig_2893318	Genus species strain strain	RRE-containing	RiPPs	Genus species Unclassified.	
HN_SY_contig_28935920.region001	HN_SY_contig_28935920	Genus species strain strain	RiPP-like	RiPPs	Genus species Unclassified.	
HN_SY_contig_28954936.region001	HN_SY_contig_28954936	Genus species strain strain	RRE-containing	RiPPs	Genus species Unclassified.	
HN_SY_contig_2903459.region001	HN_SY_contig_2903459	Genus species strain strain	RiPP-like	RiPPs	Genus species Unclassified.	
HN_SY_contig_29038023.region001	HN_SY_contig_29038023	Genus species strain strain	proteusin	RiPPs	Genus species Unclassified.	
HN_SY_contig_29078432.region001	HN_SY_contig_29078432	Genus species strain strain	thioamitides	RiPPs	Genus species Unclassified.	
HN_SY_contig_29104741.region001	HN_SY_contig_29104741	Genus species strain strain	proteusin	RiPPs	Genus species Unclassified.	
HN_SY_contig_29167053.region001	HN_SY_contig_29167053	Genus species strain strain	RaS-RiPP	RiPPs	Genus species Unclassified.	
HN_SY_contig_29353413.region001	HN_SY_contig_29353413	Genus species strain strain	RiPP-like	RiPPs	Genus species Unclassified.	
HN_SY_contig_29426216.region001	HN_SY_contig_29426216	Genus species strain strain	ranthipeptide	RiPPs	Genus species Unclassified.	
HN_SY_contig_29442699.region001	HN_SY_contig_29442699	Genus species strain strain	RRE-containing	RiPPs	Genus species Unclassified.	
HN_SY_contig_29577461.region001	HN_SY_contig_29577461	Genus species strain strain	RRE-containing	RiPPs	Genus species Unclassified.	
HN_SY_contig_29596262.region001	HN_SY_contig_29596262	Genus species strain strain	RiPP-like	RiPPs	Genus species Unclassified.	
HN_SY_contig_29640844.region001	HN_SY_contig_29640844	Genus species strain strain	RiPP-like	RiPPs	Genus species Unclassified.	
HN_SY_contig_29644042.region001	HN_SY_contig_29644042	Genus species strain strain	RRE-containing.spliceotide	RiPPs	Genus species Unclassified.	
HN_SY_contig_29668479.region001	HN_SY_contig_29668479	Genus species strain strain	lanthipeptide-class-ii	RiPPs	Genus species Unclassified.	
HN_SY_contig_29670463.region001	HN_SY_contig_29670463	Genus species strain strain	RRE-containing	RiPPs	Genus species Unclassified.	
HN_SY_contig_29673680.region001	HN_SY_contig_29673680	Genus species strain strain	RRE-containing	RiPPs	Genus species Unclassified.	
HN_SY_contig_29676369.region001	HN_SY_contig_29676369	Genus species strain strain	RiPP-like	RiPPs	Genus species Unclassified.	
HN_SY_contig_29701435.region001	HN_SY_contig_29701435	Genus species strain strain	RiPP-like	RiPPs	Genus species Unclassified.	
HN_SY_contig_29720165.region001	HN_SY_contig_29720165	Genus species strain strain	RiPP-like	RiPPs	Genus species Unclassified.	
HN_SY_contig_29785057.region001	HN_SY_contig_29785057	Genus species strain strain	RiPP-like	RiPPs	Genus species Unclassified.	
HN_SY_contig_2982758.region001	HN_SY_contig_2982758	Genus species strain strain	RiPP-like	RiPPs	Genus species Unclassified.	
HN_SY_contig_30482831.region001	HN_SY_contig_30482831	Genus species strain strain	RiPP-like	RiPPs	Genus species Unclassified.	
HN_SY_contig_30483277.region001	HN_SY_contig_30483277	Genus species strain strain	RRE-containing	RiPPs	Genus species Unclassified.	
HN_SY_contig_30486565.region001	HN_SY_contig_30486565	Genus species strain strain	RiPP-like	RiPPs	Genus species Unclassified.	
HN_SY_contig_30495721.region001	HN_SY_contig_30495721	Genus species strain strain	RRE-containing	RiPPs	Genus species Unclassified.	
HN_SY_contig_30612883.region001	HN_SY_contig_30612883	Genus species strain strain	RiPP-like	RiPPs	Genus species Unclassified.	
HN_SY_contig_30621989.region001	HN_SY_contig_30621989	Genus species strain strain	RiPP-like	RiPPs	Genus species Unclassified.	
HN_SY_contig_30633376.region001	HN_SY_contig_30633376	Genus species strain strain	RRE-containing	RiPPs	Genus species Unclassified.	
HN_SY_contig_30649811.region001	HN_SY_contig_30649811	Genus species strain strain	ranthipeptide	RiPPs	Genus species Unclassified.	
HN_SY_contig_30745863.region001	HN_SY_contig_30745863	Genus species strain strain	RiPP-like	RiPPs	Genus species Unclassified.	
HN_SY_contig_30787242.region001	HN_SY_contig_30787242	Genus species strain strain	lassopeptide	RiPPs	Genus species Unclassified.	
HN_SY_contig_30840075.region001	HN_SY_contig_30840075	Genus species strain strain	RRE-containing	RiPPs	Genus species Unclassified.	
HN_SY_contig_30928540.region001	HN_SY_contig_30928540	Genus species strain strain	ranthipeptide	RiPPs	Genus species Unclassified.	
HN_SY_contig_31042875.region001	HN_SY_contig_31042875	Genus species strain strain	RRE-containing	RiPPs	Genus species Unclassified.	
HN_SY_contig_31408406.region001	HN_SY_contig_31408406	Genus species strain strain	RRE-containing	RiPPs	Genus species Unclassified.	
HN_SY_contig_31571202.region001	HN_SY_contig_31571202	Genus species strain strain	RiPP-like	RiPPs	Genus species Unclassified.	
HN_SY_contig_31631376.region001	HN_SY_contig_31631376	Genus species strain strain	RRE-containing	RiPPs	Genus species Unclassified.	
HN_SY_contig_31980709.region001	HN_SY_contig_31980709	Genus species strain strain	RiPP-like	RiPPs	Genus species Unclassified.	
HN_SY_contig_32150932.region001	HN_SY_contig_32150932	Genus species strain strain	ranthipeptide	RiPPs	Genus species Unclassified.	
HN_SY_contig_32185703.region001	HN_SY_contig_32185703	Genus species strain strain	ranthipeptide	RiPPs	Genus species Unclassified.	
HN_SY_contig_32302684.region001	HN_SY_contig_32302684	Genus species strain strain	RiPP-like	RiPPs	Genus species Unclassified.	
HN_SY_contig_32528417.region001	HN_SY_contig_32528417	Genus species strain strain	RiPP-like	RiPPs	Genus species Unclassified.	
HN_SY_contig_32819374.region001	HN_SY_contig_32819374	Genus species strain strain	RRE-containing	RiPPs	Genus species Unclassified.	
HN_SY_contig_32866753.region001	HN_SY_contig_32866753	Genus species strain strain	RiPP-like	RiPPs	Genus species Unclassified.	
HN_SY_contig_32966816.region001	HN_SY_contig_32966816	Genus species strain strain	crocagin	RiPPs	Genus species Unclassified.	
HN_SY_contig_33079726.region001	HN_SY_contig_33079726	Genus species strain strain	RRE-containing	RiPPs	Genus species Unclassified.	
HN_SY_contig_33147449.region001	HN_SY_contig_33147449	Genus species strain strain	RRE-containing	RiPPs	Genus species Unclassified.	
HN_SY_contig_33156830.region001	HN_SY_contig_33156830	Genus species strain strain	RRE-containing	RiPPs	Genus species Unclassified.	
HN_SY_contig_33264371.region001	HN_SY_contig_33264371	Genus species strain strain	RiPP-like	RiPPs	Genus species Unclassified.	
HN_SY_contig_33279160.region001	HN_SY_contig_33279160	Genus species strain strain	RRE-containing	RiPPs	Genus species Unclassified.	
HN_SY_contig_33279310.region001	HN_SY_contig_33279310	Genus species strain strain	RiPP-like	RiPPs	Genus species Unclassified.	
HN_SY_contig_33318746.region001	HN_SY_contig_33318746	Genus species strain strain	RiPP-like	RiPPs	Genus species Unclassified.	
HN_SY_contig_33420453.region001	HN_SY_contig_33420453	Genus species strain strain	RRE-containing	RiPPs	Genus species Unclassified.	
HN_SY_contig_33447489.region001	HN_SY_contig_33447489	Genus species strain strain	RiPP-like	RiPPs	Genus species Unclassified.	
HN_SY_contig_33460754.region001	HN_SY_contig_33460754	Genus species strain strain	RiPP-like	RiPPs	Genus species Unclassified.	
HN_SY_contig_33549316.region001	HN_SY_contig_33549316	Genus species strain strain	RiPP-like	RiPPs	Genus species Unclassified.	
HN_SY_contig_33680960.region001	HN_SY_contig_33680960	Genus species strain strain	RiPP-like	RiPPs	Genus species Unclassified.	
HN_SY_contig_33985469.region001	HN_SY_contig_33985469	Genus species strain strain	RiPP-like	RiPPs	Genus species Unclassified.	
HN_SY_contig_34002315.region001	HN_SY_contig_34002315	Genus species strain strain	RRE-containing	RiPPs	Genus species Unclassified.	
HN_SY_contig_34090228.region001	HN_SY_contig_34090228	Genus species strain strain	RiPP-like	RiPPs	Genus species Unclassified.	
HN_SY_contig_34187025.region001	HN_SY_contig_34187025	Genus species strain strain	ranthipeptide	RiPPs	Genus species Unclassified.	
HN_SY_contig_34331291.region001	HN_SY_contig_34331291	Genus species strain strain	RiPP-like	RiPPs	Genus species Unclassified.	
HN_SY_contig_34528079.region001	HN_SY_contig_34528079	Genus species strain strain	LAP	RiPPs	Genus species Unclassified.	
HN_SY_contig_3493683.region001	HN_SY_contig_3493683	Genus species strain strain	RiPP-like	RiPPs	Genus species Unclassified.	
HN_SY_contig_3498091.region001	HN_SY_contig_3498091	Genus species strain strain	RiPP-like	RiPPs	Genus species Unclassified.	
HN_SY_contig_3504793.region001	HN_SY_contig_3504793	Genus species strain strain	RiPP-like	RiPPs	Genus species Unclassified.	
HN_SY_contig_3504864.region001	HN_SY_contig_3504864	Genus species strain strain	RiPP-like	RiPPs	Genus species Unclassified.	
HN_SY_contig_356105.region001	HN_SY_contig_356105	Genus species strain strain	RRE-containing	RiPPs	Genus species Unclassified.	
HN_SY_contig_3723089.region001	HN_SY_contig_3723089	Genus species strain strain	RRE-containing	RiPPs	Genus species Unclassified.	
HN_SY_contig_3984135.region001	HN_SY_contig_3984135	Genus species strain strain	RRE-containing	RiPPs	Genus species Unclassified.	
HN_SY_contig_4021957.region001	HN_SY_contig_4021957	Genus species strain strain	RiPP-like	RiPPs	Genus species Unclassified.	
HN_SY_contig_4098069.region001	HN_SY_contig_4098069	Genus species strain strain	RiPP-like	RiPPs	Genus species Unclassified.	
HN_SY_contig_4112538.region001	HN_SY_contig_4112538	Genus species strain strain	RRE-containing	RiPPs	Genus species Unclassified.	
HN_SY_contig_4204361.region001	HN_SY_contig_4204361	Genus species strain strain	proteusin	RiPPs	Genus species Unclassified.	
HN_SY_contig_4350780.region001	HN_SY_contig_4350780	Genus species strain strain	RiPP-like	RiPPs	Genus species Unclassified.	
HN_SY_contig_4375671.region001	HN_SY_contig_4375671	Genus species strain strain	RiPP-like	RiPPs	Genus species Unclassified.	
HN_SY_contig_4407694.region001	HN_SY_contig_4407694	Genus species strain strain	RiPP-like	RiPPs	Genus species Unclassified.	
HN_SY_contig_4498893.region001	HN_SY_contig_4498893	Genus species strain strain	RiPP-like	RiPPs	Genus species Unclassified.	
HN_SY_contig_479794.region001	HN_SY_contig_479794	Genus species strain strain	redox-cofactor	RiPPs	Genus species Unclassified.	
HN_SY_contig_4853656.region001	HN_SY_contig_4853656	Genus species strain strain	lanthipeptide-class-v	RiPPs	Genus species Unclassified.	
HN_SY_contig_5294423.region001	HN_SY_contig_5294423	Genus species strain strain	RiPP-like	RiPPs	Genus species Unclassified.	
HN_SY_contig_5315751.region001	HN_SY_contig_5315751	Genus species strain strain	RiPP-like	RiPPs	Genus species Unclassified.	
HN_SY_contig_5338232.region001	HN_SY_contig_5338232	Genus species strain strain	thioamitides	RiPPs	Genus species Unclassified.	
HN_SY_contig_5399330.region001	HN_SY_contig_5399330	Genus species strain strain	cyanobactin.ectoine	Others	Genus species Unclassified.	
HN_SY_contig_5459870.region001	HN_SY_contig_5459870	Genus species strain strain	LAP	RiPPs	Genus species Unclassified.	
HN_SY_contig_5474716.region001	HN_SY_contig_5474716	Genus species strain strain	RiPP-like	RiPPs	Genus species Unclassified.	
HN_SY_contig_5492138.region001	HN_SY_contig_5492138	Genus species strain strain	RRE-containing	RiPPs	Genus species Unclassified.	
HN_SY_contig_5561139.region001	HN_SY_contig_5561139	Genus species strain strain	RiPP-like	RiPPs	Genus species Unclassified.	
HN_SY_contig_5599325.region001	HN_SY_contig_5599325	Genus species strain strain	proteusin	RiPPs	Genus species Unclassified.	
HN_SY_contig_5695414.region001	HN_SY_contig_5695414	Genus species strain strain	RiPP-like	RiPPs	Genus species Unclassified.	
HN_SY_contig_582616.region001	HN_SY_contig_582616	Genus species strain strain	RRE-containing	RiPPs	Genus species Unclassified.	
HN_SY_contig_584401.region001	HN_SY_contig_584401	Genus species strain strain	RRE-containing	RiPPs	Genus species Unclassified.	
HN_SY_contig_6190292.region001	HN_SY_contig_6190292	Genus species strain strain	RiPP-like	RiPPs	Genus species Unclassified.	
HN_SY_contig_6206586.region001	HN_SY_contig_6206586	Genus species strain strain	RRE-containing.spliceotide	RiPPs	Genus species Unclassified.	
HN_SY_contig_6207593.region001	HN_SY_contig_6207593	Genus species strain strain	RiPP-like	RiPPs	Genus species Unclassified.	
HN_SY_contig_6243213.region001	HN_SY_contig_6243213	Genus species strain strain	RiPP-like	RiPPs	Genus species Unclassified.	
HN_SY_contig_6469147.region001	HN_SY_contig_6469147	Genus species strain strain	lanthipeptide-class-ii.proteusin	RiPPs	Genus species Unclassified.	
HN_SY_contig_6564202.region001	HN_SY_contig_6564202	Genus species strain strain	RiPP-like	RiPPs	Genus species Unclassified.	
HN_SY_contig_6652238.region001	HN_SY_contig_6652238	Genus species strain strain	RiPP-like	RiPPs	Genus species Unclassified.	
HN_SY_contig_6682293.region001	HN_SY_contig_6682293	Genus species strain strain	RRE-containing	RiPPs	Genus species Unclassified.	
HN_SY_contig_6742302.region001	HN_SY_contig_6742302	Genus species strain strain	ranthipeptide	RiPPs	Genus species Unclassified.	
HN_SY_contig_6854738.region001	HN_SY_contig_6854738	Genus species strain strain	RiPP-like	RiPPs	Genus species Unclassified.	
HN_SY_contig_691724.region001	HN_SY_contig_691724	Genus species strain strain	RiPP-like	RiPPs	Genus species Unclassified.	
HN_SY_contig_7069547.region001	HN_SY_contig_7069547	Genus species strain strain	RiPP-like	RiPPs	Genus species Unclassified.	
HN_SY_contig_7077247.region001	HN_SY_contig_7077247	Genus species strain strain	cyanobactin	RiPPs	Genus species Unclassified.	
HN_SY_contig_7113403.region001	HN_SY_contig_7113403	Genus species strain strain	RiPP-like	RiPPs	Genus species Unclassified.	
HN_SY_contig_7212626.region001	HN_SY_contig_7212626	Genus species strain strain	RRE-containing	RiPPs	Genus species Unclassified.	
HN_SY_contig_777661.region001	HN_SY_contig_777661	Genus species strain strain	NRPS.RiPP-like	Others	Genus species Unclassified.	
HN_SY_contig_7891710.region001	HN_SY_contig_7891710	Genus species strain strain	RiPP-like	RiPPs	Genus species Unclassified.	
HN_SY_contig_7986665.region001	HN_SY_contig_7986665	Genus species strain strain	RiPP-like	RiPPs	Genus species Unclassified.	
HN_SY_contig_7986766.region001	HN_SY_contig_7986766	Genus species strain strain	LAP	RiPPs	Genus species Unclassified.	
HN_SY_contig_8168331.region001	HN_SY_contig_8168331	Genus species strain strain	RRE-containing	RiPPs	Genus species Unclassified.	
HN_SY_contig_8335530.region001	HN_SY_contig_8335530	Genus species strain strain	RiPP-like	RiPPs	Genus species Unclassified.	
HN_SY_contig_871687.region001	HN_SY_contig_871687	Genus species strain strain	redox-cofactor	RiPPs	Genus species Unclassified.	
HN_SY_contig_8730625.region001	HN_SY_contig_8730625	Genus species strain strain	RiPP-like	RiPPs	Genus species Unclassified.	
HN_SY_contig_8801216.region001	HN_SY_contig_8801216	Genus species strain strain	redox-cofactor	RiPPs	Genus species Unclassified.	
HN_SY_contig_8821679.region001	HN_SY_contig_8821679	Genus species strain strain	lassopeptide.RRE-containing	RiPPs	Genus species Unclassified.	
HN_SY_contig_8849871.region001	HN_SY_contig_8849871	Genus species strain strain	RRE-containing	RiPPs	Genus species Unclassified.	
HN_SY_contig_8909132.region001	HN_SY_contig_8909132	Genus species strain strain	RiPP-like	RiPPs	Genus species Unclassified.	
HN_SY_contig_8912320.region001	HN_SY_contig_8912320	Genus species strain strain	RiPP-like	RiPPs	Genus species Unclassified.	
HN_SY_contig_8990772.region001	HN_SY_contig_8990772	Genus species strain strain	RiPP-like	RiPPs	Genus species Unclassified.	
HN_SY_contig_921103.region001	HN_SY_contig_921103	Genus species strain strain	RiPP-like	RiPPs	Genus species Unclassified.	
HN_SY_contig_924773.region001	HN_SY_contig_924773	Genus species strain strain	RiPP-like	RiPPs	Genus species Unclassified.	
HN_SY_contig_9280939.region001	HN_SY_contig_9280939	Genus species strain strain	redox-cofactor	RiPPs	Genus species Unclassified.	
HN_SY_contig_9319926.region001	HN_SY_contig_9319926	Genus species strain strain	ranthipeptide	RiPPs	Genus species Unclassified.	
HN_SY_contig_9403502.region001	HN_SY_contig_9403502	Genus species strain strain	RiPP-like	RiPPs	Genus species Unclassified.	
HN_SY_contig_9553502.region001	HN_SY_contig_9553502	Genus species strain strain	RRE-containing	RiPPs	Genus species Unclassified.	
HN_SY_contig_9599886.region001	HN_SY_contig_9599886	Genus species strain strain	RRE-containing	RiPPs	Genus species Unclassified.	
HN_SY_contig_9617596.region001	HN_SY_contig_9617596	Genus species strain strain	redox-cofactor	RiPPs	Genus species Unclassified.	
HN_SY_contig_9758382.region001	HN_SY_contig_9758382	Genus species strain strain	lassopeptide	RiPPs	Genus species Unclassified.	
HN_SY_contig_9808298.region001	HN_SY_contig_9808298	Genus species strain strain	cyanobactin	RiPPs	Genus species Unclassified.	
HN_SY_contig_9832194.region001	HN_SY_contig_9832194	Genus species strain strain	RiPP-like	RiPPs	Genus species Unclassified.	
HN_SY_contig_9895342.region001	HN_SY_contig_9895342	Genus species strain strain	RRE-containing	RiPPs	Genus species Unclassified.	
HN_SY_contig_9901544.region001	HN_SY_contig_9901544	Genus species strain strain	cyanobactin	RiPPs	Genus species Unclassified.	
HN_SY_contig_992514.region001	HN_SY_contig_992514	Genus species strain strain	RiPP-like	RiPPs	Genus species Unclassified.	
JS_LYG_contig_10085426.region001	JS_LYG_contig_10085426	Genus species strain strain	thioamitides	RiPPs	Genus species Unclassified.	
JS_LYG_contig_10211238.region001	JS_LYG_contig_10211238	Genus species strain strain	RRE-containing	RiPPs	Genus species Unclassified.	
JS_LYG_contig_10930145.region001	JS_LYG_contig_10930145	Genus species strain strain	RRE-containing	RiPPs	Genus species Unclassified.	
JS_LYG_contig_11001971.region001	JS_LYG_contig_11001971	Genus species strain strain	RRE-containing	RiPPs	Genus species Unclassified.	
JS_LYG_contig_1124052.region001	JS_LYG_contig_1124052	Genus species strain strain	RRE-containing	RiPPs	Genus species Unclassified.	
JS_LYG_contig_1150193.region001	JS_LYG_contig_1150193	Genus species strain strain	ranthipeptide	RiPPs	Genus species Unclassified.	
JS_LYG_contig_11631236.region001	JS_LYG_contig_11631236	Genus species strain strain	RiPP-like	RiPPs	Genus species Unclassified.	
JS_LYG_contig_11645590.region001	JS_LYG_contig_11645590	Genus species strain strain	RiPP-like	RiPPs	Genus species Unclassified.	
JS_LYG_contig_11779673.region001	JS_LYG_contig_11779673	Genus species strain strain	RiPP-like	RiPPs	Genus species Unclassified.	
JS_LYG_contig_12168456.region001	JS_LYG_contig_12168456	Genus species strain strain	RiPP-like	RiPPs	Genus species Unclassified.	
JS_LYG_contig_12367529.region001	JS_LYG_contig_12367529	Genus species strain strain	RiPP-like	RiPPs	Genus species Unclassified.	
JS_LYG_contig_12375986.region001	JS_LYG_contig_12375986	Genus species strain strain	RiPP-like	RiPPs	Genus species Unclassified.	
JS_LYG_contig_12492340.region001	JS_LYG_contig_12492340	Genus species strain strain	RiPP-like	RiPPs	Genus species Unclassified.	
JS_LYG_contig_12563899.region001	JS_LYG_contig_12563899	Genus species strain strain	RiPP-like	RiPPs	Genus species Unclassified.	
JS_LYG_contig_12711533.region001	JS_LYG_contig_12711533	Genus species strain strain	RRE-containing	RiPPs	Genus species Unclassified.	
JS_LYG_contig_12966648.region001	JS_LYG_contig_12966648	Genus species strain strain	RiPP-like	RiPPs	Genus species Unclassified.	
JS_LYG_contig_13307927.region001	JS_LYG_contig_13307927	Genus species strain strain	RiPP-like	RiPPs	Genus species Unclassified.	
JS_LYG_contig_13330056.region001	JS_LYG_contig_13330056	JS_LYG_contig_13330056	RiPP-like	RiPPs		
JS_LYG_contig_14181557.region001	JS_LYG_contig_14181557	Genus species strain strain	ranthipeptide	RiPPs	Genus species Unclassified.	
JS_LYG_contig_14296752.region001	JS_LYG_contig_14296752	Genus species strain strain	ranthipeptide	RiPPs	Genus species Unclassified.	
JS_LYG_contig_14309558.region001	JS_LYG_contig_14309558	Genus species strain strain	RRE-containing	RiPPs	Genus species Unclassified.	
JS_LYG_contig_14313729.region001	JS_LYG_contig_14313729	Genus species strain strain	lanthipeptide-class-i	RiPPs	Genus species Unclassified.	
JS_LYG_contig_14434570.region001	JS_LYG_contig_14434570	Genus species strain strain	RiPP-like	RiPPs	Genus species Unclassified.	
JS_LYG_contig_14631053.region001	JS_LYG_contig_14631053	Genus species strain strain	RiPP-like	RiPPs	Genus species Unclassified.	
JS_LYG_contig_14924347.region001	JS_LYG_contig_14924347	Genus species strain strain	RiPP-like	RiPPs	Genus species Unclassified.	
JS_LYG_contig_14933735.region001	JS_LYG_contig_14933735	Genus species strain strain	RiPP-like	RiPPs	Genus species Unclassified.	
JS_LYG_contig_14947367.region001	JS_LYG_contig_14947367	Genus species strain strain	RRE-containing	RiPPs	Genus species Unclassified.	
JS_LYG_contig_14949925.region001	JS_LYG_contig_14949925	Genus species strain strain	RiPP-like	RiPPs	Genus species Unclassified.	
JS_LYG_contig_15261588.region001	JS_LYG_contig_15261588	Genus species strain strain	RRE-containing	RiPPs	Genus species Unclassified.	
JS_LYG_contig_15512364.region001	JS_LYG_contig_15512364	JS_LYG_contig_15512364	RiPP-like	RiPPs		
JS_LYG_contig_15657114.region001	JS_LYG_contig_15657114	Genus species strain strain	RiPP-like	RiPPs	Genus species Unclassified.	
JS_LYG_contig_16545401.region001	JS_LYG_contig_16545401	Genus species strain strain	RRE-containing	RiPPs	Genus species Unclassified.	
JS_LYG_contig_1662054.region001	JS_LYG_contig_1662054	Genus species strain strain	RiPP-like	RiPPs	Genus species Unclassified.	
JS_LYG_contig_16759597.region001	JS_LYG_contig_16759597	JS_LYG_contig_16759597	RiPP-like	RiPPs		
JS_LYG_contig_16771406.region001	JS_LYG_contig_16771406	Genus species strain strain	RiPP-like	RiPPs	Genus species Unclassified.	
JS_LYG_contig_170314.region001	JS_LYG_contig_170314	Genus species strain strain	RiPP-like	RiPPs	Genus species Unclassified.	
JS_LYG_contig_1717792.region001	JS_LYG_contig_1717792	Genus species strain strain	RiPP-like	RiPPs	Genus species Unclassified.	
JS_LYG_contig_17662965.region001	JS_LYG_contig_17662965	Genus species strain strain	RRE-containing	RiPPs	Genus species Unclassified.	
JS_LYG_contig_18119251.region001	JS_LYG_contig_18119251	Genus species strain strain	RRE-containing	RiPPs	Genus species Unclassified.	
JS_LYG_contig_18300280.region001	JS_LYG_contig_18300280	Genus species strain strain	RRE-containing	RiPPs	Genus species Unclassified.	
JS_LYG_contig_18477731.region001	JS_LYG_contig_18477731	Genus species strain strain	RiPP-like	RiPPs	Genus species Unclassified.	
JS_LYG_contig_19358590.region001	JS_LYG_contig_19358590	Genus species strain strain	RRE-containing	RiPPs	Genus species Unclassified.	
JS_LYG_contig_19541645.region001	JS_LYG_contig_19541645	Genus species strain strain	RRE-containing	RiPPs	Genus species Unclassified.	
JS_LYG_contig_20063319.region001	JS_LYG_contig_20063319	Genus species strain strain	RRE-containing	RiPPs	Genus species Unclassified.	
JS_LYG_contig_20230388.region001	JS_LYG_contig_20230388	Genus species strain strain	RiPP-like	RiPPs	Genus species Unclassified.	
JS_LYG_contig_20262310.region001	JS_LYG_contig_20262310	Genus species strain strain	RiPP-like	RiPPs	Genus species Unclassified.	
JS_LYG_contig_20606165.region001	JS_LYG_contig_20606165	JS_LYG_contig_20606165	RRE-containing	RiPPs		
JS_LYG_contig_20670319.region001	JS_LYG_contig_20670319	Genus species strain strain	RRE-containing	RiPPs	Genus species Unclassified.	
JS_LYG_contig_20869607.region001	JS_LYG_contig_20869607	Genus species strain strain	RRE-containing	RiPPs	Genus species Unclassified.	
JS_LYG_contig_20972651.region001	JS_LYG_contig_20972651	Genus species strain strain	RiPP-like	RiPPs	Genus species Unclassified.	
JS_LYG_contig_22195309.region001	JS_LYG_contig_22195309	Genus species strain strain	RiPP-like	RiPPs	Genus species Unclassified.	
JS_LYG_contig_2220401.region001	JS_LYG_contig_2220401	Genus species strain strain	RiPP-like	RiPPs	Genus species Unclassified.	
JS_LYG_contig_23132518.region001	JS_LYG_contig_23132518	Genus species strain strain	RRE-containing	RiPPs	Genus species Unclassified.	
JS_LYG_contig_23601901.region001	JS_LYG_contig_23601901	Genus species strain strain	RRE-containing	RiPPs	Genus species Unclassified.	
JS_LYG_contig_24351610.region001	JS_LYG_contig_24351610	JS_LYG_contig_24351610	RRE-containing	RiPPs		
JS_LYG_contig_24481813.region001	JS_LYG_contig_24481813	Genus species strain strain	RRE-containing	RiPPs	Genus species Unclassified.	
JS_LYG_contig_2450994.region001	JS_LYG_contig_2450994	Genus species strain strain	RiPP-like	RiPPs	Genus species Unclassified.	
JS_LYG_contig_24817826.region001	JS_LYG_contig_24817826	Genus species strain strain	ranthipeptide	RiPPs	Genus species Unclassified.	
JS_LYG_contig_2528289.region001	JS_LYG_contig_2528289	Genus species strain strain	LAP.thioamitides	RiPPs	Genus species Unclassified.	
JS_LYG_contig_2896539.region001	JS_LYG_contig_2896539	Genus species strain strain	RiPP-like	RiPPs	Genus species Unclassified.	
JS_LYG_contig_3379676.region001	JS_LYG_contig_3379676	Genus species strain strain	RRE-containing	RiPPs	Genus species Unclassified.	
JS_LYG_contig_3671739.region001	JS_LYG_contig_3671739	Genus species strain strain	RiPP-like	RiPPs	Genus species Unclassified.	
JS_LYG_contig_3861536.region001	JS_LYG_contig_3861536	JS_LYG_contig_3861536	RiPP-like	RiPPs		
JS_LYG_contig_3913441.region001	JS_LYG_contig_3913441	Genus species strain strain	ranthipeptide	RiPPs	Genus species Unclassified.	
JS_LYG_contig_4151917.region001	JS_LYG_contig_4151917	JS_LYG_contig_4151917	lanthipeptide-class-ii	RiPPs		
JS_LYG_contig_4273631.region001	JS_LYG_contig_4273631	Genus species strain strain	RiPP-like	RiPPs	Genus species Unclassified.	
JS_LYG_contig_4307668.region001	JS_LYG_contig_4307668	Genus species strain strain	RiPP-like	RiPPs	Genus species Unclassified.	
JS_LYG_contig_4795845.region001	JS_LYG_contig_4795845	Genus species strain strain	RRE-containing	RiPPs	Genus species Unclassified.	
