BGC	Accession ID	Description	Product Prediction	BiG-SCAPE class	Organism	Taxonomy
JS_YC_contig_18663356.region001	JS_YC_contig_18663356	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
JS_YC_contig_18666388.region001	JS_YC_contig_18666388	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
JS_YC_contig_19437490.region001	JS_YC_contig_19437490	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
JS_YC_contig_19830362.region001	JS_YC_contig_19830362	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
JS_YC_contig_19985508.region001	JS_YC_contig_19985508	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
JS_YC_contig_20975856.region001	JS_YC_contig_20975856	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
JS_YC_contig_21011630.region001	JS_YC_contig_21011630	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
JS_YC_contig_21011630.region002	JS_YC_contig_21011630	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
JS_YC_contig_21700320.region001	JS_YC_contig_21700320	Genus species strain strain	terpene.arylpolyene	Others	Genus species Unclassified.	
JS_YC_contig_21705328.region001	JS_YC_contig_21705328	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
JS_YC_contig_21809665.region001	JS_YC_contig_21809665	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
JS_YC_contig_21843718.region001	JS_YC_contig_21843718	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
JS_YC_contig_22080656.region001	JS_YC_contig_22080656	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
JS_YC_contig_22083760.region001	JS_YC_contig_22083760	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
JS_YC_contig_22720811.region001	JS_YC_contig_22720811	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
JS_YC_contig_22838517.region001	JS_YC_contig_22838517	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
JS_YC_contig_23692581.region001	JS_YC_contig_23692581	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
JS_YC_contig_2378783.region001	JS_YC_contig_2378783	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
JS_YC_contig_23815376.region001	JS_YC_contig_23815376	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
JS_YC_contig_2433115.region001	JS_YC_contig_2433115	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
JS_YC_contig_24803752.region001	JS_YC_contig_24803752	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
JS_YC_contig_25016541.region001	JS_YC_contig_25016541	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
JS_YC_contig_26368596.region001	JS_YC_contig_26368596	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
JS_YC_contig_26757769.region001	JS_YC_contig_26757769	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
JS_YC_contig_26928816.region001	JS_YC_contig_26928816	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
JS_YC_contig_27128445.region001	JS_YC_contig_27128445	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
JS_YC_contig_27170407.region001	JS_YC_contig_27170407	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
JS_YC_contig_27268605.region001	JS_YC_contig_27268605	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
JS_YC_contig_27657059.region001	JS_YC_contig_27657059	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
JS_YC_contig_27825850.region001	JS_YC_contig_27825850	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
JS_YC_contig_27890546.region001	JS_YC_contig_27890546	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
JS_YC_contig_28210583.region001	JS_YC_contig_28210583	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
JS_YC_contig_2949521.region001	JS_YC_contig_2949521	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
JS_YC_contig_346638.region001	JS_YC_contig_346638	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
JS_YC_contig_3637136.region001	JS_YC_contig_3637136	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
JS_YC_contig_4051031.region001	JS_YC_contig_4051031	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
JS_YC_contig_4228394.region001	JS_YC_contig_4228394	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
JS_YC_contig_4370753.region001	JS_YC_contig_4370753	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
JS_YC_contig_4920978.region001	JS_YC_contig_4920978	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
JS_YC_contig_5093336.region001	JS_YC_contig_5093336	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
JS_YC_contig_5171294.region001	JS_YC_contig_5171294	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
JS_YC_contig_533206.region001	JS_YC_contig_533206	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
JS_YC_contig_5334840.region001	JS_YC_contig_5334840	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
JS_YC_contig_554782.region001	JS_YC_contig_554782	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
JS_YC_contig_6111425.region001	JS_YC_contig_6111425	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
JS_YC_contig_6150456.region001	JS_YC_contig_6150456	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
JS_YC_contig_6154826.region001	JS_YC_contig_6154826	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
JS_YC_contig_62914.region001	JS_YC_contig_62914	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
JS_YC_contig_62914.region002	JS_YC_contig_62914	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
JS_YC_contig_6296705.region001	JS_YC_contig_6296705	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
JS_YC_contig_6489514.region001	JS_YC_contig_6489514	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
JS_YC_contig_7085103.region001	JS_YC_contig_7085103	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
JS_YC_contig_7379985.region001	JS_YC_contig_7379985	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
JS_YC_contig_7426560.region001	JS_YC_contig_7426560	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
JS_YC_contig_7596453.region001	JS_YC_contig_7596453	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
JS_YC_contig_7671912.region001	JS_YC_contig_7671912	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
JS_YC_contig_7757555.region001	JS_YC_contig_7757555	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
JS_YC_contig_798884.region001	JS_YC_contig_798884	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
JS_YC_contig_8044683.region001	JS_YC_contig_8044683	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
JS_YC_contig_847638.region001	JS_YC_contig_847638	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
JS_YC_contig_8477817.region001	JS_YC_contig_8477817	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
JS_YC_contig_8722727.region001	JS_YC_contig_8722727	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
JS_YC_contig_8813654.region001	JS_YC_contig_8813654	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
JS_YC_contig_88520.region001	JS_YC_contig_88520	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
JS_YC_contig_916902.region001	JS_YC_contig_916902	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
JS_YC_contig_9302168.region001	JS_YC_contig_9302168	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
JS_YC_contig_9392929.region001	JS_YC_contig_9392929	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
JS_YC_contig_9600639.region001	JS_YC_contig_9600639	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
JS_YC_contig_9631618.region001	JS_YC_contig_9631618	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
LN_DD_contig_10044022.region001	LN_DD_contig_10044022	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
LN_DD_contig_10056158.region001	LN_DD_contig_10056158	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
LN_DD_contig_10291531.region001	LN_DD_contig_10291531	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
LN_DD_contig_10366819.region001	LN_DD_contig_10366819	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
LN_DD_contig_10677278.region001	LN_DD_contig_10677278	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
LN_DD_contig_10747861.region001	LN_DD_contig_10747861	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
LN_DD_contig_10881187.region001	LN_DD_contig_10881187	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
LN_DD_contig_10979935.region001	LN_DD_contig_10979935	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
LN_DD_contig_11057742.region001	LN_DD_contig_11057742	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
LN_DD_contig_11320953.region001	LN_DD_contig_11320953	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
LN_DD_contig_11365692.region001	LN_DD_contig_11365692	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
LN_DD_contig_11391058.region001	LN_DD_contig_11391058	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
LN_DD_contig_1140655.region001	LN_DD_contig_1140655	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
LN_DD_contig_11915173.region001	LN_DD_contig_11915173	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
LN_DD_contig_12005747.region001	LN_DD_contig_12005747	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
LN_DD_contig_12300626.region001	LN_DD_contig_12300626	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
LN_DD_contig_12762711.region001	LN_DD_contig_12762711	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
LN_DD_contig_12855919.region001	LN_DD_contig_12855919	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
LN_DD_contig_13229109.region001	LN_DD_contig_13229109	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
LN_DD_contig_13489665.region001	LN_DD_contig_13489665	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
LN_DD_contig_13655376.region001	LN_DD_contig_13655376	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
LN_DD_contig_13736172.region001	LN_DD_contig_13736172	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
LN_DD_contig_13952466.region001	LN_DD_contig_13952466	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
LN_DD_contig_13999441.region001	LN_DD_contig_13999441	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
LN_DD_contig_14145066.region001	LN_DD_contig_14145066	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
LN_DD_contig_14449245.region001	LN_DD_contig_14449245	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
LN_DD_contig_14531739.region001	LN_DD_contig_14531739	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
LN_DD_contig_14804235.region001	LN_DD_contig_14804235	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
LN_DD_contig_14946794.region001	LN_DD_contig_14946794	Genus species strain strain	terpene.arylpolyene	Others	Genus species Unclassified.	
LN_DD_contig_15076814.region001	LN_DD_contig_15076814	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
LN_DD_contig_15142576.region001	LN_DD_contig_15142576	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
LN_DD_contig_15437476.region001	LN_DD_contig_15437476	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
LN_DD_contig_15455537.region001	LN_DD_contig_15455537	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
LN_DD_contig_15458022.region001	LN_DD_contig_15458022	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
LN_DD_contig_15772009.region001	LN_DD_contig_15772009	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
LN_DD_contig_16083462.region001	LN_DD_contig_16083462	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
LN_DD_contig_16525385.region001	LN_DD_contig_16525385	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
LN_DD_contig_16798191.region001	LN_DD_contig_16798191	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
LN_DD_contig_17441976.region001	LN_DD_contig_17441976	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
LN_DD_contig_17443689.region001	LN_DD_contig_17443689	Genus species strain strain	terpene.phosphonate	Others	Genus species Unclassified.	
LN_DD_contig_17501879.region001	LN_DD_contig_17501879	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
LN_DD_contig_17669082.region001	LN_DD_contig_17669082	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
LN_DD_contig_17723180.region001	LN_DD_contig_17723180	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
LN_DD_contig_17769625.region001	LN_DD_contig_17769625	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
LN_DD_contig_17810423.region001	LN_DD_contig_17810423	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
LN_DD_contig_180262.region001	LN_DD_contig_180262	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
LN_DD_contig_18114060.region001	LN_DD_contig_18114060	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
LN_DD_contig_18178981.region001	LN_DD_contig_18178981	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
LN_DD_contig_18221971.region001	LN_DD_contig_18221971	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
LN_DD_contig_18266370.region001	LN_DD_contig_18266370	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
LN_DD_contig_18322478.region001	LN_DD_contig_18322478	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
LN_DD_contig_18371416.region001	LN_DD_contig_18371416	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
LN_DD_contig_18398988.region001	LN_DD_contig_18398988	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
LN_DD_contig_18548643.region001	LN_DD_contig_18548643	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
LN_DD_contig_1855909.region001	LN_DD_contig_1855909	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
LN_DD_contig_18690326.region001	LN_DD_contig_18690326	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
LN_DD_contig_18817981.region001	LN_DD_contig_18817981	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
LN_DD_contig_19032253.region001	LN_DD_contig_19032253	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
LN_DD_contig_19134884.region001	LN_DD_contig_19134884	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
LN_DD_contig_19444383.region001	LN_DD_contig_19444383	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
LN_DD_contig_19733352.region001	LN_DD_contig_19733352	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
LN_DD_contig_19892916.region001	LN_DD_contig_19892916	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
LN_DD_contig_19922803.region001	LN_DD_contig_19922803	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
LN_DD_contig_20026919.region001	LN_DD_contig_20026919	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
LN_DD_contig_20029626.region001	LN_DD_contig_20029626	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
LN_DD_contig_2034737.region001	LN_DD_contig_2034737	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
LN_DD_contig_20558711.region001	LN_DD_contig_20558711	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
LN_DD_contig_20652343.region001	LN_DD_contig_20652343	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
LN_DD_contig_20795523.region001	LN_DD_contig_20795523	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
LN_DD_contig_20951647.region001	LN_DD_contig_20951647	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
LN_DD_contig_21015388.region001	LN_DD_contig_21015388	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
LN_DD_contig_21100167.region001	LN_DD_contig_21100167	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
LN_DD_contig_21267909.region001	LN_DD_contig_21267909	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
LN_DD_contig_21536310.region001	LN_DD_contig_21536310	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
LN_DD_contig_21560043.region001	LN_DD_contig_21560043	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
LN_DD_contig_21580131.region001	LN_DD_contig_21580131	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
LN_DD_contig_22537868.region001	LN_DD_contig_22537868	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
LN_DD_contig_22845016.region001	LN_DD_contig_22845016	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
LN_DD_contig_22971156.region001	LN_DD_contig_22971156	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
LN_DD_contig_232177.region001	LN_DD_contig_232177	Genus species strain strain	T3PKS.terpene	Others	Genus species Unclassified.	
LN_DD_contig_2322936.region001	LN_DD_contig_2322936	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
LN_DD_contig_23577966.region001	LN_DD_contig_23577966	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
LN_DD_contig_23617284.region001	LN_DD_contig_23617284	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
LN_DD_contig_23677121.region001	LN_DD_contig_23677121	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
LN_DD_contig_23728029.region001	LN_DD_contig_23728029	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
LN_DD_contig_24188905.region001	LN_DD_contig_24188905	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
LN_DD_contig_24705405.region001	LN_DD_contig_24705405	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
LN_DD_contig_24790467.region001	LN_DD_contig_24790467	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
LN_DD_contig_24800872.region001	LN_DD_contig_24800872	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
LN_DD_contig_24831858.region001	LN_DD_contig_24831858	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
LN_DD_contig_25401215.region001	LN_DD_contig_25401215	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
LN_DD_contig_25502489.region001	LN_DD_contig_25502489	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
LN_DD_contig_25576281.region001	LN_DD_contig_25576281	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
LN_DD_contig_2819314.region001	LN_DD_contig_2819314	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
LN_DD_contig_3088565.region001	LN_DD_contig_3088565	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
LN_DD_contig_3639239.region001	LN_DD_contig_3639239	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
LN_DD_contig_3696967.region001	LN_DD_contig_3696967	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
LN_DD_contig_378095.region001	LN_DD_contig_378095	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
LN_DD_contig_3875635.region001	LN_DD_contig_3875635	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
LN_DD_contig_4273790.region001	LN_DD_contig_4273790	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
LN_DD_contig_4571895.region001	LN_DD_contig_4571895	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
LN_DD_contig_4586652.region001	LN_DD_contig_4586652	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
LN_DD_contig_4782854.region001	LN_DD_contig_4782854	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
LN_DD_contig_5009291.region001	LN_DD_contig_5009291	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
LN_DD_contig_5138621.region001	LN_DD_contig_5138621	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
LN_DD_contig_5140831.region001	LN_DD_contig_5140831	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
LN_DD_contig_5150850.region001	LN_DD_contig_5150850	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
LN_DD_contig_5482908.region001	LN_DD_contig_5482908	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
LN_DD_contig_5502344.region001	LN_DD_contig_5502344	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
LN_DD_contig_5871518.region001	LN_DD_contig_5871518	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
LN_DD_contig_588898.region001	LN_DD_contig_588898	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
LN_DD_contig_5942206.region001	LN_DD_contig_5942206	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
LN_DD_contig_6438778.region001	LN_DD_contig_6438778	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
LN_DD_contig_7062114.region001	LN_DD_contig_7062114	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
LN_DD_contig_7295849.region001	LN_DD_contig_7295849	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
LN_DD_contig_7394089.region001	LN_DD_contig_7394089	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
LN_DD_contig_7752457.region001	LN_DD_contig_7752457	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
LN_DD_contig_7818505.region001	LN_DD_contig_7818505	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
LN_DD_contig_7871700.region001	LN_DD_contig_7871700	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
LN_DD_contig_8123622.region001	LN_DD_contig_8123622	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
LN_DD_contig_8403664.region001	LN_DD_contig_8403664	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
LN_DD_contig_8578206.region001	LN_DD_contig_8578206	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
LN_DD_contig_8644629.region001	LN_DD_contig_8644629	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
LN_DD_contig_9041802.region001	LN_DD_contig_9041802	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
LN_DD_contig_930058.region001	LN_DD_contig_930058	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
LN_DD_contig_9443587.region001	LN_DD_contig_9443587	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
SD_DY_contig_1014831.region001	SD_DY_contig_1014831	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
SD_DY_contig_1021838.region001	SD_DY_contig_1021838	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
SD_DY_contig_10252161.region001	SD_DY_contig_10252161	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
SD_DY_contig_10265619.region001	SD_DY_contig_10265619	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
SD_DY_contig_10287489.region001	SD_DY_contig_10287489	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
SD_DY_contig_10299519.region001	SD_DY_contig_10299519	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
SD_DY_contig_10320996.region001	SD_DY_contig_10320996	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
SD_DY_contig_10323621.region001	SD_DY_contig_10323621	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
SD_DY_contig_10331969.region001	SD_DY_contig_10331969	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
SD_DY_contig_10341065.region001	SD_DY_contig_10341065	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
SD_DY_contig_10342370.region001	SD_DY_contig_10342370	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
SD_DY_contig_10375174.region001	SD_DY_contig_10375174	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
SD_DY_contig_10379492.region001	SD_DY_contig_10379492	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
SD_DY_contig_10392352.region001	SD_DY_contig_10392352	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
SD_DY_contig_10403946.region001	SD_DY_contig_10403946	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
SD_DY_contig_10448221.region001	SD_DY_contig_10448221	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
SD_DY_contig_1061134.region001	SD_DY_contig_1061134	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
SD_DY_contig_10764086.region001	SD_DY_contig_10764086	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
SD_DY_contig_10931175.region001	SD_DY_contig_10931175	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
SD_DY_contig_10959472.region001	SD_DY_contig_10959472	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
SD_DY_contig_10992286.region001	SD_DY_contig_10992286	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
SD_DY_contig_11034486.region001	SD_DY_contig_11034486	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
SD_DY_contig_11075303.region001	SD_DY_contig_11075303	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
SD_DY_contig_11076962.region001	SD_DY_contig_11076962	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
SD_DY_contig_11205771.region001	SD_DY_contig_11205771	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
SD_DY_contig_11267854.region001	SD_DY_contig_11267854	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
SD_DY_contig_11362363.region001	SD_DY_contig_11362363	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
SD_DY_contig_11524822.region001	SD_DY_contig_11524822	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
SD_DY_contig_11745962.region001	SD_DY_contig_11745962	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
SD_DY_contig_11749466.region001	SD_DY_contig_11749466	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
SD_DY_contig_11785931.region001	SD_DY_contig_11785931	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
SD_DY_contig_11848242.region001	SD_DY_contig_11848242	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
SD_DY_contig_11849024.region001	SD_DY_contig_11849024	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
SD_DY_contig_11850882.region001	SD_DY_contig_11850882	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
SD_DY_contig_12023912.region001	SD_DY_contig_12023912	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
SD_DY_contig_12025641.region001	SD_DY_contig_12025641	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
SD_DY_contig_12088776.region001	SD_DY_contig_12088776	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
SD_DY_contig_121074.region001	SD_DY_contig_121074	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
SD_DY_contig_12199426.region001	SD_DY_contig_12199426	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
SD_DY_contig_12383750.region001	SD_DY_contig_12383750	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
SD_DY_contig_12400112.region001	SD_DY_contig_12400112	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
