BGC	Accession ID	Description	Product Prediction	BiG-SCAPE class	Organism	Taxonomy
HN_SY_contig_32214461.region001	HN_SY_contig_32214461	Genus species strain strain	hydrogen-cyanide	Others	Genus species Unclassified.	
HN_SY_contig_32261994.region001	HN_SY_contig_32261994	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
HN_SY_contig_32302684.region001	HN_SY_contig_32302684	Genus species strain strain	RiPP-like	RiPPs	Genus species Unclassified.	
HN_SY_contig_32347897.region001	HN_SY_contig_32347897	Genus species strain strain	NRPS-like	NRPS	Genus species Unclassified.	
HN_SY_contig_32362547.region001	HN_SY_contig_32362547	Genus species strain strain	NRPS	NRPS	Genus species Unclassified.	
HN_SY_contig_32424318.region001	HN_SY_contig_32424318	Genus species strain strain	NAGGN	Others	Genus species Unclassified.	
HN_SY_contig_32451159.region001	HN_SY_contig_32451159	Genus species strain strain	NAGGN	Others	Genus species Unclassified.	
HN_SY_contig_3245820.region001	HN_SY_contig_3245820	Genus species strain strain	T1PKS	PKSI	Genus species Unclassified.	
HN_SY_contig_32478935.region001	HN_SY_contig_32478935	Genus species strain strain	hglE-KS	PKSother	Genus species Unclassified.	
HN_SY_contig_32580600.region001	HN_SY_contig_32580600	Genus species strain strain	NRPS-like.NRPS.T1PKS	PKS-NRP_Hybrids	Genus species Unclassified.	
HN_SY_contig_32587512.region001	HN_SY_contig_32587512	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
HN_SY_contig_32679656.region001	HN_SY_contig_32679656	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
HN_SY_contig_32706884.region001	HN_SY_contig_32706884	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
HN_SY_contig_32710610.region001	HN_SY_contig_32710610	Genus species strain strain	NAGGN	Others	Genus species Unclassified.	
HN_SY_contig_32719947.region001	HN_SY_contig_32719947	Genus species strain strain	NRPS-like	NRPS	Genus species Unclassified.	
HN_SY_contig_32799665.region001	HN_SY_contig_32799665	Genus species strain strain	NAGGN	Others	Genus species Unclassified.	
HN_SY_contig_32966816.region001	HN_SY_contig_32966816	Genus species strain strain	crocagin	RiPPs	Genus species Unclassified.	
HN_SY_contig_33079726.region001	HN_SY_contig_33079726	Genus species strain strain	RRE-containing	RiPPs	Genus species Unclassified.	
HN_SY_contig_33147449.region001	HN_SY_contig_33147449	Genus species strain strain	RRE-containing	RiPPs	Genus species Unclassified.	
HN_SY_contig_33173227.region001	HN_SY_contig_33173227	Genus species strain strain	hserlactone	Others	Genus species Unclassified.	
HN_SY_contig_3321945.region001	HN_SY_contig_3321945	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
HN_SY_contig_33237319.region001	HN_SY_contig_33237319	Genus species strain strain	hglE-KS.prodigiosin.T1PKS	PKSother	Genus species Unclassified.	
HN_SY_contig_33264371.region001	HN_SY_contig_33264371	Genus species strain strain	RiPP-like	RiPPs	Genus species Unclassified.	
HN_SY_contig_33269825.region001	HN_SY_contig_33269825	Genus species strain strain	NAGGN	Others	Genus species Unclassified.	
HN_SY_contig_33270567.region001	HN_SY_contig_33270567	Genus species strain strain	NRPS.T1PKS	PKS-NRP_Hybrids	Genus species Unclassified.	
HN_SY_contig_33275318.region001	HN_SY_contig_33275318	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
HN_SY_contig_33279160.region001	HN_SY_contig_33279160	Genus species strain strain	RRE-containing	RiPPs	Genus species Unclassified.	
HN_SY_contig_33279310.region001	HN_SY_contig_33279310	Genus species strain strain	RiPP-like	RiPPs	Genus species Unclassified.	
HN_SY_contig_33318746.region001	HN_SY_contig_33318746	Genus species strain strain	RiPP-like	RiPPs	Genus species Unclassified.	
HN_SY_contig_33466455.region001	HN_SY_contig_33466455	Genus species strain strain	NRPS-like	NRPS	Genus species Unclassified.	
HN_SY_contig_33549316.region001	HN_SY_contig_33549316	Genus species strain strain	RiPP-like	RiPPs	Genus species Unclassified.	
HN_SY_contig_33680960.region001	HN_SY_contig_33680960	Genus species strain strain	RiPP-like	RiPPs	Genus species Unclassified.	
HN_SY_contig_33701425.region001	HN_SY_contig_33701425	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
HN_SY_contig_33707516.region001	HN_SY_contig_33707516	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
HN_SY_contig_33897318.region001	HN_SY_contig_33897318	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
HN_SY_contig_33907479.region001	HN_SY_contig_33907479	Genus species strain strain	NRPS	NRPS	Genus species Unclassified.	
HN_SY_contig_34002315.region001	HN_SY_contig_34002315	Genus species strain strain	RRE-containing	RiPPs	Genus species Unclassified.	
HN_SY_contig_34022348.region001	HN_SY_contig_34022348	Genus species strain strain	hydrogen-cyanide	Others	Genus species Unclassified.	
HN_SY_contig_34037873.region001	HN_SY_contig_34037873	Genus species strain strain	NRPS-like.T1PKS	PKS-NRP_Hybrids	Genus species Unclassified.	
HN_SY_contig_34044940.region001	HN_SY_contig_34044940	Genus species strain strain	T1PKS	PKSI	Genus species Unclassified.	
HN_SY_contig_34056906.region001	HN_SY_contig_34056906	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
HN_SY_contig_34089575.region001	HN_SY_contig_34089575	Genus species strain strain	T1PKS	PKSI	Genus species Unclassified.	
HN_SY_contig_34090228.region001	HN_SY_contig_34090228	Genus species strain strain	RiPP-like	RiPPs	Genus species Unclassified.	
HN_SY_contig_34404185.region001	HN_SY_contig_34404185	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
HN_SY_contig_34495922.region001	HN_SY_contig_34495922	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
HN_SY_contig_34496946.region001	HN_SY_contig_34496946	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
HN_SY_contig_34528079.region001	HN_SY_contig_34528079	Genus species strain strain	LAP	RiPPs	Genus species Unclassified.	
HN_SY_contig_3482776.region001	HN_SY_contig_3482776	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
HN_SY_contig_3498091.region001	HN_SY_contig_3498091	Genus species strain strain	RiPP-like	RiPPs	Genus species Unclassified.	
HN_SY_contig_3504793.region001	HN_SY_contig_3504793	Genus species strain strain	RiPP-like	RiPPs	Genus species Unclassified.	
HN_SY_contig_3504864.region001	HN_SY_contig_3504864	Genus species strain strain	RiPP-like	RiPPs	Genus species Unclassified.	
HN_SY_contig_3541948.region001	HN_SY_contig_3541948	Genus species strain strain	NRPS-like	NRPS	Genus species Unclassified.	
HN_SY_contig_356105.region001	HN_SY_contig_356105	Genus species strain strain	RRE-containing	RiPPs	Genus species Unclassified.	
HN_SY_contig_3591520.region001	HN_SY_contig_3591520	Genus species strain strain	phosphonate	Others	Genus species Unclassified.	
HN_SY_contig_3595760.region001	HN_SY_contig_3595760	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
HN_SY_contig_3607359.region001	HN_SY_contig_3607359	Genus species strain strain	hydrogen-cyanide	Others	Genus species Unclassified.	
HN_SY_contig_361596.region001	HN_SY_contig_361596	Genus species strain strain	NRPS-like	NRPS	Genus species Unclassified.	
HN_SY_contig_3693858.region001	HN_SY_contig_3693858	Genus species strain strain	NRPS-like	NRPS	Genus species Unclassified.	
HN_SY_contig_3723089.region001	HN_SY_contig_3723089	Genus species strain strain	RRE-containing	RiPPs	Genus species Unclassified.	
HN_SY_contig_3774471.region001	HN_SY_contig_3774471	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
HN_SY_contig_4040870.region001	HN_SY_contig_4040870	Genus species strain strain	hserlactone	Others	Genus species Unclassified.	
HN_SY_contig_4097459.region001	HN_SY_contig_4097459	Genus species strain strain	arylpolyene	Others	Genus species Unclassified.	
HN_SY_contig_4098069.region001	HN_SY_contig_4098069	Genus species strain strain	RiPP-like	RiPPs	Genus species Unclassified.	
HN_SY_contig_4112538.region001	HN_SY_contig_4112538	Genus species strain strain	RRE-containing	RiPPs	Genus species Unclassified.	
HN_SY_contig_411955.region001	HN_SY_contig_411955	Genus species strain strain	NRPS-like	NRPS	Genus species Unclassified.	
HN_SY_contig_4156267.region001	HN_SY_contig_4156267	Genus species strain strain	NRPS.T1PKS	PKS-NRP_Hybrids	Genus species Unclassified.	
HN_SY_contig_429592.region001	HN_SY_contig_429592	Genus species strain strain	NRPS	NRPS	Genus species Unclassified.	
HN_SY_contig_4350780.region001	HN_SY_contig_4350780	Genus species strain strain	RiPP-like	RiPPs	Genus species Unclassified.	
HN_SY_contig_4375671.region001	HN_SY_contig_4375671	Genus species strain strain	RiPP-like	RiPPs	Genus species Unclassified.	
HN_SY_contig_4378359.region001	HN_SY_contig_4378359	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
HN_SY_contig_4393396.region001	HN_SY_contig_4393396	Genus species strain strain	indole	Others	Genus species Unclassified.	
HN_SY_contig_4454906.region001	HN_SY_contig_4454906	Genus species strain strain	arylpolyene.resorcinol	Others	Genus species Unclassified.	
HN_SY_contig_4498893.region001	HN_SY_contig_4498893	Genus species strain strain	RiPP-like	RiPPs	Genus species Unclassified.	
HN_SY_contig_4547576.region001	HN_SY_contig_4547576	Genus species strain strain	hglE-KS	PKSother	Genus species Unclassified.	
HN_SY_contig_4624259.region001	HN_SY_contig_4624259	Genus species strain strain	mycosporine-like	NRPS	Genus species Unclassified.	
HN_SY_contig_4654915.region001	HN_SY_contig_4654915	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
HN_SY_contig_4681682.region001	HN_SY_contig_4681682	Genus species strain strain	T1PKS	PKSI	Genus species Unclassified.	
HN_SY_contig_479794.region001	HN_SY_contig_479794	Genus species strain strain	redox-cofactor	RiPPs	Genus species Unclassified.	
HN_SY_contig_483024.region001	HN_SY_contig_483024	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
HN_SY_contig_4999368.region001	HN_SY_contig_4999368	Genus species strain strain	hydrogen-cyanide	Others	Genus species Unclassified.	
HN_SY_contig_5132266.region001	HN_SY_contig_5132266	Genus species strain strain	NAGGN	Others	Genus species Unclassified.	
HN_SY_contig_5266357.region001	HN_SY_contig_5266357	Genus species strain strain	NRPS	NRPS	Genus species Unclassified.	
HN_SY_contig_5294423.region001	HN_SY_contig_5294423	Genus species strain strain	RiPP-like	RiPPs	Genus species Unclassified.	
HN_SY_contig_5315751.region001	HN_SY_contig_5315751	Genus species strain strain	RiPP-like	RiPPs	Genus species Unclassified.	
HN_SY_contig_5338232.region001	HN_SY_contig_5338232	Genus species strain strain	thioamitides	RiPPs	Genus species Unclassified.	
HN_SY_contig_5343579.region001	HN_SY_contig_5343579	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
HN_SY_contig_5399330.region001	HN_SY_contig_5399330	Genus species strain strain	ectoine.cyanobactin	Others	Genus species Unclassified.	
HN_SY_contig_5474716.region001	HN_SY_contig_5474716	Genus species strain strain	RiPP-like	RiPPs	Genus species Unclassified.	
HN_SY_contig_5492138.region001	HN_SY_contig_5492138	Genus species strain strain	RRE-containing	RiPPs	Genus species Unclassified.	
HN_SY_contig_5505098.region001	HN_SY_contig_5505098	Genus species strain strain	hglE-KS.T1PKS	PKSother	Genus species Unclassified.	
HN_SY_contig_5561139.region001	HN_SY_contig_5561139	Genus species strain strain	RiPP-like	RiPPs	Genus species Unclassified.	
HN_SY_contig_5695414.region001	HN_SY_contig_5695414	Genus species strain strain	RiPP-like	RiPPs	Genus species Unclassified.	
HN_SY_contig_5702343.region001	HN_SY_contig_5702343	Genus species strain strain	ectoine	Others	Genus species Unclassified.	
HN_SY_contig_582616.region001	HN_SY_contig_582616	Genus species strain strain	RRE-containing	RiPPs	Genus species Unclassified.	
HN_SY_contig_5996364.region001	HN_SY_contig_5996364	Genus species strain strain	NRPS-like	NRPS	Genus species Unclassified.	
HN_SY_contig_6020328.region001	HN_SY_contig_6020328	Genus species strain strain	NAGGN	Others	Genus species Unclassified.	
HN_SY_contig_6190292.region001	HN_SY_contig_6190292	Genus species strain strain	RiPP-like	RiPPs	Genus species Unclassified.	
HN_SY_contig_6206586.region001	HN_SY_contig_6206586	Genus species strain strain	spliceotide.RRE-containing	RiPPs	Genus species Unclassified.	
HN_SY_contig_6207245.region001	HN_SY_contig_6207245	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
HN_SY_contig_6207593.region001	HN_SY_contig_6207593	Genus species strain strain	RiPP-like	RiPPs	Genus species Unclassified.	
HN_SY_contig_6219805.region001	HN_SY_contig_6219805	Genus species strain strain	hserlactone	Others	Genus species Unclassified.	
HN_SY_contig_6240856.region001	HN_SY_contig_6240856	Genus species strain strain	NAGGN	Others	Genus species Unclassified.	
HN_SY_contig_6256459.region001	HN_SY_contig_6256459	Genus species strain strain	HR-T2PKS	Others	Genus species Unclassified.	
HN_SY_contig_6271772.region001	HN_SY_contig_6271772	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
HN_SY_contig_6292413.region001	HN_SY_contig_6292413	Genus species strain strain	hydrogen-cyanide	Others	Genus species Unclassified.	
HN_SY_contig_6326684.region001	HN_SY_contig_6326684	Genus species strain strain	hserlactone	Others	Genus species Unclassified.	
HN_SY_contig_6333811.region001	HN_SY_contig_6333811	Genus species strain strain	NRPS-like	NRPS	Genus species Unclassified.	
HN_SY_contig_6469147.region001	HN_SY_contig_6469147	Genus species strain strain	lanthipeptide-class-ii.proteusin	RiPPs	Genus species Unclassified.	
HN_SY_contig_6564202.region001	HN_SY_contig_6564202	Genus species strain strain	RiPP-like	RiPPs	Genus species Unclassified.	
HN_SY_contig_6619341.region001	HN_SY_contig_6619341	Genus species strain strain	arylpolyene	Others	Genus species Unclassified.	
HN_SY_contig_6742302.region001	HN_SY_contig_6742302	Genus species strain strain	ranthipeptide	RiPPs	Genus species Unclassified.	
HN_SY_contig_6948269.region001	HN_SY_contig_6948269	Genus species strain strain	hglE-KS.T1PKS	PKSother	Genus species Unclassified.	
HN_SY_contig_6958731.region001	HN_SY_contig_6958731	Genus species strain strain	phosphonate	Others	Genus species Unclassified.	
HN_SY_contig_6977956.region001	HN_SY_contig_6977956	Genus species strain strain	hglE-KS	PKSother	Genus species Unclassified.	
HN_SY_contig_7013422.region001	HN_SY_contig_7013422	Genus species strain strain	NRPS-like	NRPS	Genus species Unclassified.	
HN_SY_contig_7077247.region001	HN_SY_contig_7077247	Genus species strain strain	cyanobactin	RiPPs	Genus species Unclassified.	
HN_SY_contig_7113403.region001	HN_SY_contig_7113403	Genus species strain strain	RiPP-like	RiPPs	Genus species Unclassified.	
HN_SY_contig_7147582.region001	HN_SY_contig_7147582	Genus species strain strain	hserlactone	Others	Genus species Unclassified.	
HN_SY_contig_7186269.region001	HN_SY_contig_7186269	Genus species strain strain	hydrogen-cyanide	Others	Genus species Unclassified.	
HN_SY_contig_7238635.region001	HN_SY_contig_7238635	Genus species strain strain	T1PKS	PKSI	Genus species Unclassified.	
HN_SY_contig_7256206.region001	HN_SY_contig_7256206	Genus species strain strain	hydrogen-cyanide	Others	Genus species Unclassified.	
HN_SY_contig_7398649.region001	HN_SY_contig_7398649	Genus species strain strain	NRPS-like	NRPS	Genus species Unclassified.	
HN_SY_contig_777661.region001	HN_SY_contig_777661	Genus species strain strain	NRPS.RiPP-like	Others	Genus species Unclassified.	
HN_SY_contig_7850199.region001	HN_SY_contig_7850199	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
HN_SY_contig_7874314.region001	HN_SY_contig_7874314	Genus species strain strain	arylpolyene	Others	Genus species Unclassified.	
HN_SY_contig_7884719.region001	HN_SY_contig_7884719	Genus species strain strain	NRPS-like	NRPS	Genus species Unclassified.	
HN_SY_contig_7968802.region001	HN_SY_contig_7968802	Genus species strain strain	NRPS	NRPS	Genus species Unclassified.	
HN_SY_contig_7975093.region001	HN_SY_contig_7975093	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
HN_SY_contig_7975367.region001	HN_SY_contig_7975367	Genus species strain strain	NRPS-like.NRPS.T1PKS	PKS-NRP_Hybrids	Genus species Unclassified.	
HN_SY_contig_7986766.region001	HN_SY_contig_7986766	Genus species strain strain	LAP	RiPPs	Genus species Unclassified.	
HN_SY_contig_8057520.region001	HN_SY_contig_8057520	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
HN_SY_contig_8073938.region001	HN_SY_contig_8073938	Genus species strain strain	hserlactone	Others	Genus species Unclassified.	
HN_SY_contig_8088022.region001	HN_SY_contig_8088022	Genus species strain strain	T3PKS	PKSother	Genus species Unclassified.	
HN_SY_contig_8101870.region001	HN_SY_contig_8101870	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
HN_SY_contig_8104790.region001	HN_SY_contig_8104790	Genus species strain strain	phosphonate	Others	Genus species Unclassified.	
HN_SY_contig_8114766.region001	HN_SY_contig_8114766	Genus species strain strain	T1PKS	PKSI	Genus species Unclassified.	
HN_SY_contig_815168.region001	HN_SY_contig_815168	Genus species strain strain	arylpolyene	Others	Genus species Unclassified.	
HN_SY_contig_8198881.region001	HN_SY_contig_8198881	Genus species strain strain	phosphonate	Others	Genus species Unclassified.	
HN_SY_contig_8214036.region001	HN_SY_contig_8214036	Genus species strain strain	NRPS-like	NRPS	Genus species Unclassified.	
HN_SY_contig_8335530.region001	HN_SY_contig_8335530	Genus species strain strain	RiPP-like	RiPPs	Genus species Unclassified.	
HN_SY_contig_858008.region001	HN_SY_contig_858008	Genus species strain strain	hglE-KS	PKSother	Genus species Unclassified.	
HN_SY_contig_8690315.region001	HN_SY_contig_8690315	Genus species strain strain	NRPS	NRPS	Genus species Unclassified.	
HN_SY_contig_871687.region001	HN_SY_contig_871687	Genus species strain strain	redox-cofactor	RiPPs	Genus species Unclassified.	
HN_SY_contig_8730625.region001	HN_SY_contig_8730625	Genus species strain strain	RiPP-like	RiPPs	Genus species Unclassified.	
HN_SY_contig_8733967.region001	HN_SY_contig_8733967	Genus species strain strain	NRPS-like	NRPS	Genus species Unclassified.	
HN_SY_contig_8758088.region001	HN_SY_contig_8758088	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
HN_SY_contig_8761116.region001	HN_SY_contig_8761116	Genus species strain strain	T1PKS	PKSI	Genus species Unclassified.	
HN_SY_contig_8801216.region001	HN_SY_contig_8801216	Genus species strain strain	redox-cofactor	RiPPs	Genus species Unclassified.	
HN_SY_contig_8860659.region001	HN_SY_contig_8860659	Genus species strain strain	T1PKS	PKSI	Genus species Unclassified.	
HN_SY_contig_8909132.region001	HN_SY_contig_8909132	Genus species strain strain	RiPP-like	RiPPs	Genus species Unclassified.	
HN_SY_contig_8912320.region001	HN_SY_contig_8912320	Genus species strain strain	RiPP-like	RiPPs	Genus species Unclassified.	
HN_SY_contig_8967330.region001	HN_SY_contig_8967330	Genus species strain strain	hglE-KS	PKSother	Genus species Unclassified.	
HN_SY_contig_8980588.region001	HN_SY_contig_8980588	Genus species strain strain	NRPS-like	NRPS	Genus species Unclassified.	
HN_SY_contig_8990772.region001	HN_SY_contig_8990772	Genus species strain strain	RiPP-like	RiPPs	Genus species Unclassified.	
HN_SY_contig_9012423.region001	HN_SY_contig_9012423	Genus species strain strain	hydrogen-cyanide	Others	Genus species Unclassified.	
HN_SY_contig_9088143.region001	HN_SY_contig_9088143	Genus species strain strain	NRPS-like	NRPS	Genus species Unclassified.	
HN_SY_contig_9137333.region001	HN_SY_contig_9137333	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
HN_SY_contig_9163022.region001	HN_SY_contig_9163022	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
HN_SY_contig_924773.region001	HN_SY_contig_924773	Genus species strain strain	RiPP-like	RiPPs	Genus species Unclassified.	
HN_SY_contig_9280939.region001	HN_SY_contig_9280939	Genus species strain strain	redox-cofactor	RiPPs	Genus species Unclassified.	
HN_SY_contig_9461395.region001	HN_SY_contig_9461395	Genus species strain strain	NRPS-like.T1PKS	PKS-NRP_Hybrids	Genus species Unclassified.	
HN_SY_contig_9534048.region001	HN_SY_contig_9534048	Genus species strain strain	T1PKS	PKSI	Genus species Unclassified.	
HN_SY_contig_9553502.region001	HN_SY_contig_9553502	Genus species strain strain	RRE-containing	RiPPs	Genus species Unclassified.	
HN_SY_contig_9565174.region001	HN_SY_contig_9565174	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
HN_SY_contig_9571630.region001	HN_SY_contig_9571630	Genus species strain strain	T3PKS	PKSother	Genus species Unclassified.	
HN_SY_contig_9588364.region001	HN_SY_contig_9588364	Genus species strain strain	NRPS.T1PKS	PKS-NRP_Hybrids	Genus species Unclassified.	
HN_SY_contig_9599886.region001	HN_SY_contig_9599886	Genus species strain strain	RRE-containing	RiPPs	Genus species Unclassified.	
HN_SY_contig_9607520.region001	HN_SY_contig_9607520	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
HN_SY_contig_961545.region001	HN_SY_contig_961545	Genus species strain strain	arylpolyene	Others	Genus species Unclassified.	
HN_SY_contig_9617596.region001	HN_SY_contig_9617596	Genus species strain strain	redox-cofactor	RiPPs	Genus species Unclassified.	
HN_SY_contig_9618003.region001	HN_SY_contig_9618003	Genus species strain strain	betalactone	Others	Genus species Unclassified.	
HN_SY_contig_9656337.region001	HN_SY_contig_9656337	Genus species strain strain	ectoine	Others	Genus species Unclassified.	
HN_SY_contig_9687077.region001	HN_SY_contig_9687077	Genus species strain strain	T1PKS	PKSI	Genus species Unclassified.	
HN_SY_contig_9689275.region001	HN_SY_contig_9689275	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
HN_SY_contig_9750448.region001	HN_SY_contig_9750448	Genus species strain strain	HR-T2PKS	Others	Genus species Unclassified.	
HN_SY_contig_9758382.region001	HN_SY_contig_9758382	Genus species strain strain	lassopeptide	RiPPs	Genus species Unclassified.	
HN_SY_contig_98779.region001	HN_SY_contig_98779	Genus species strain strain	NRPS-like	NRPS	Genus species Unclassified.	
HN_SY_contig_9895342.region001	HN_SY_contig_9895342	Genus species strain strain	RRE-containing	RiPPs	Genus species Unclassified.	
HN_SY_contig_992514.region001	HN_SY_contig_992514	Genus species strain strain	RiPP-like	RiPPs	Genus species Unclassified.	
HN_SY_contig_9948807.region001	HN_SY_contig_9948807	Genus species strain strain	NRPS-like	NRPS	Genus species Unclassified.	
JS_LYG_contig_10085426.region001	JS_LYG_contig_10085426	Genus species strain strain	thioamitides	RiPPs	Genus species Unclassified.	
JS_LYG_contig_10119204.region001	JS_LYG_contig_10119204	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
JS_LYG_contig_10211238.region001	JS_LYG_contig_10211238	Genus species strain strain	RRE-containing	RiPPs	Genus species Unclassified.	
JS_LYG_contig_10214832.region001	JS_LYG_contig_10214832	Genus species strain strain	T3PKS	PKSother	Genus species Unclassified.	
JS_LYG_contig_10318846.region001	JS_LYG_contig_10318846	Genus species strain strain	NRPS-like	NRPS	Genus species Unclassified.	
JS_LYG_contig_10604272.region001	JS_LYG_contig_10604272	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
JS_LYG_contig_10626530.region001	JS_LYG_contig_10626530	Genus species strain strain	arylpolyene	Others	Genus species Unclassified.	
JS_LYG_contig_10733096.region001	JS_LYG_contig_10733096	Genus species strain strain	NRPS	NRPS	Genus species Unclassified.	
JS_LYG_contig_1086408.region001	JS_LYG_contig_1086408	Genus species strain strain	phosphonate	Others	Genus species Unclassified.	
JS_LYG_contig_11001971.region001	JS_LYG_contig_11001971	Genus species strain strain	RRE-containing	RiPPs	Genus species Unclassified.	
JS_LYG_contig_11080426.region001	JS_LYG_contig_11080426	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
JS_LYG_contig_1124052.region001	JS_LYG_contig_1124052	Genus species strain strain	RRE-containing	RiPPs	Genus species Unclassified.	
JS_LYG_contig_11417015.region001	JS_LYG_contig_11417015	Genus species strain strain	arylpolyene	Others	Genus species Unclassified.	
JS_LYG_contig_1150193.region001	JS_LYG_contig_1150193	Genus species strain strain	ranthipeptide	RiPPs	Genus species Unclassified.	
JS_LYG_contig_11631236.region001	JS_LYG_contig_11631236	Genus species strain strain	RiPP-like	RiPPs	Genus species Unclassified.	
JS_LYG_contig_11645590.region001	JS_LYG_contig_11645590	Genus species strain strain	RiPP-like	RiPPs	Genus species Unclassified.	
JS_LYG_contig_11767490.region001	JS_LYG_contig_11767490	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
JS_LYG_contig_11779673.region001	JS_LYG_contig_11779673	Genus species strain strain	RiPP-like	RiPPs	Genus species Unclassified.	
JS_LYG_contig_12086759.region001	JS_LYG_contig_12086759	Genus species strain strain	NRPS-like	NRPS	Genus species Unclassified.	
JS_LYG_contig_12130917.region001	JS_LYG_contig_12130917	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
JS_LYG_contig_12168456.region001	JS_LYG_contig_12168456	Genus species strain strain	RiPP-like	RiPPs	Genus species Unclassified.	
JS_LYG_contig_12375986.region001	JS_LYG_contig_12375986	Genus species strain strain	RiPP-like	RiPPs	Genus species Unclassified.	
JS_LYG_contig_12492340.region001	JS_LYG_contig_12492340	Genus species strain strain	RiPP-like	RiPPs	Genus species Unclassified.	
JS_LYG_contig_12563899.region001	JS_LYG_contig_12563899	Genus species strain strain	RiPP-like	RiPPs	Genus species Unclassified.	
JS_LYG_contig_12966648.region001	JS_LYG_contig_12966648	Genus species strain strain	RiPP-like	RiPPs	Genus species Unclassified.	
JS_LYG_contig_13029302.region001	JS_LYG_contig_13029302	Genus species strain strain	ectoine	Others	Genus species Unclassified.	
JS_LYG_contig_13290366.region001	JS_LYG_contig_13290366	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
JS_LYG_contig_13307927.region001	JS_LYG_contig_13307927	Genus species strain strain	RiPP-like	RiPPs	Genus species Unclassified.	
JS_LYG_contig_1333166.region001	JS_LYG_contig_1333166	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
JS_LYG_contig_13375059.region001	JS_LYG_contig_13375059	Genus species strain strain	arylpolyene	Others	Genus species Unclassified.	
JS_LYG_contig_1341774.region001	JS_LYG_contig_1341774	Genus species strain strain	ectoine	Others	Genus species Unclassified.	
JS_LYG_contig_13424518.region001	JS_LYG_contig_13424518	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
JS_LYG_contig_13574757.region001	JS_LYG_contig_13574757	Genus species strain strain	acyl_amino_acids	Others	Genus species Unclassified.	
JS_LYG_contig_13670360.region001	JS_LYG_contig_13670360	Genus species strain strain	NAGGN	Others	Genus species Unclassified.	
JS_LYG_contig_13757266.region001	JS_LYG_contig_13757266	Genus species strain strain	T3PKS	PKSother	Genus species Unclassified.	
JS_LYG_contig_14273692.region001	JS_LYG_contig_14273692	Genus species strain strain	terpene	Terpene	Genus species Unclassified.	
JS_LYG_contig_14296752.region001	JS_LYG_contig_14296752	Genus species strain strain	ranthipeptide	RiPPs	Genus species Unclassified.	
JS_LYG_contig_14309558.region001	JS_LYG_contig_14309558	Genus species strain strain	RRE-containing	RiPPs	Genus species Unclassified.	
JS_LYG_contig_14313729.region001	JS_LYG_contig_14313729	Genus species strain strain	lanthipeptide-class-i	RiPPs	Genus species Unclassified.	
JS_LYG_contig_14434570.region001	JS_LYG_contig_14434570	Genus species strain strain	RiPP-like	RiPPs	Genus species Unclassified.	
JS_LYG_contig_14604159.region001	JS_LYG_contig_14604159	Genus species strain strain	NRPS-like	NRPS	Genus species Unclassified.	
JS_LYG_contig_14631053.region001	JS_LYG_contig_14631053	Genus species strain strain	RiPP-like	RiPPs	Genus species Unclassified.	
JS_LYG_contig_14933735.region001	JS_LYG_contig_14933735	Genus species strain strain	RiPP-like	RiPPs	Genus species Unclassified.	
JS_LYG_contig_14947367.region001	JS_LYG_contig_14947367	Genus species strain strain	RRE-containing	RiPPs	Genus species Unclassified.	
