mOTU ID	BGC	GTDB taxonomy
LN_DD_bin_100	LN_DD_contig_21382386.region001	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Woeseiales;f__Woeseiaceae;g__JAACFB01;s__
LN_DD_bin_102	LN_DD_contig_24110010.region001	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__XN24;f__XN24;g__;s__
LN_DD_bin_102	LN_DD_contig_4843615.region001	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__XN24;f__XN24;g__;s__
LN_DD_bin_102	LN_DD_contig_4687366.region001	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__XN24;f__XN24;g__;s__
LN_DD_bin_103	LN_DD_contig_24390107.region001	d__Bacteria;p__Myxococcota_A;c__UBA9160;o__UBA9160;f__SMWR01;g__;s__
LN_DD_bin_104	LN_DD_contig_24123668.region001	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SZUA-229;f__SZUA-229;g__GCA-2746365;s__
LN_DD_bin_104	LN_DD_contig_21702414.region001	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SZUA-229;f__SZUA-229;g__GCA-2746365;s__
LN_DD_bin_106	LN_DD_contig_21154158.region001	d__Bacteria;p__Acidobacteriota;c__Aminicenantia;o__Aminicenantales;f__Aminicenantaceae;g__;s__
LN_DD_bin_107	LN_DD_contig_13231483.region001	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__SZUA-36;g__SZUA-36;s__
LN_DD_bin_107	LN_DD_contig_18697779.region001	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__SZUA-36;g__SZUA-36;s__
LN_DD_bin_107	LN_DD_contig_7506347.region001	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__SZUA-36;g__SZUA-36;s__
LN_DD_bin_107	LN_DD_contig_11799750.region001	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__SZUA-36;g__SZUA-36;s__
LN_DD_bin_108	LN_DD_contig_8177243.region001	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Woeseiales;f__Woeseiaceae;g__JAACFB01;s__
LN_DD_bin_110	LN_DD_contig_22845016.region001	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__4572-78;f__NAK82;g__;s__
LN_DD_bin_111	LN_DD_contig_2118048.region001	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__UBA11858;g__B10-G9;s__
LN_DD_bin_112	LN_DD_contig_10924563.region001	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Woeseiales;f__Woeseiaceae;g__JAACFE01;s__
LN_DD_bin_113	LN_DD_contig_2322936.region001	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Pedosphaerales;f__DSYF01;g__;s__
LN_DD_bin_113	LN_DD_contig_18221971.region001	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Pedosphaerales;f__DSYF01;g__;s__
LN_DD_bin_114	LN_DD_contig_1398135.region001	d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__SG8-38;g__SG8-38;s__
LN_DD_bin_114	LN_DD_contig_5009291.region001	d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__SG8-38;g__SG8-38;s__
LN_DD_bin_114	LN_DD_contig_17248324.region001	d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__SG8-38;g__SG8-38;s__
LN_DD_bin_114	LN_DD_contig_17669082.region001	d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__SG8-38;g__SG8-38;s__
LN_DD_bin_115	LN_DD_contig_25433481.region001	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Roseovarius;s__
LN_DD_bin_116	LN_DD_contig_11391058.region001	d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Pirellulales;f__Thermoguttaceae;g__JAAYAY01;s__
LN_DD_bin_117	LN_DD_contig_16090794.region001	d__Bacteria;p__Desulfobacterota;c__Desulfobulbia;o__Desulfobulbales;f__BM004;g__BM004;s__
LN_DD_bin_118	LN_DD_contig_2908365.region001	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__UBA4823;g__9FT-COMBO-55-16;s__
LN_DD_bin_118	LN_DD_contig_21560043.region001	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__UBA4823;g__9FT-COMBO-55-16;s__
LN_DD_bin_118	LN_DD_contig_13229109.region001	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__UBA4823;g__9FT-COMBO-55-16;s__
LN_DD_bin_11	LN_DD_contig_9001783.region001	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Yoonia;s__
LN_DD_bin_11	LN_DD_contig_20951647.region001	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Yoonia;s__
LN_DD_bin_11	LN_DD_contig_18625786.region001	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Yoonia;s__
LN_DD_bin_120	LN_DD_contig_7393943.region001	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Robiginitalea;s__
LN_DD_bin_120	LN_DD_contig_10142877.region001	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Robiginitalea;s__
LN_DD_bin_121	LN_DD_contig_15361753.region001	d__Bacteria;p__Chloroflexota;c__Limnocylindria;o__Limnocylindrales;f__CSP1-4;g__JAFMJV01;s__
LN_DD_bin_122	LN_DD_contig_13263177.region001	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__SZUA-36;g__SZUA-36;s__
LN_DD_bin_122	LN_DD_contig_19921525.region001	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__SZUA-36;g__SZUA-36;s__
LN_DD_bin_123	LN_DD_contig_4215618.region001	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Arenicellales;f__JAANXG01;g__;s__
LN_DD_bin_123	LN_DD_contig_11299172.region001	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Arenicellales;f__JAANXG01;g__;s__
LN_DD_bin_123	LN_DD_contig_4241638.region001	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Arenicellales;f__JAANXG01;g__;s__
LN_DD_bin_123	LN_DD_contig_23232525.region001	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Arenicellales;f__JAANXG01;g__;s__
LN_DD_bin_123	LN_DD_contig_6537330.region001	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Arenicellales;f__JAANXG01;g__;s__
LN_DD_bin_123	LN_DD_contig_15425050.region001	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Arenicellales;f__JAANXG01;g__;s__
LN_DD_bin_124	LN_DD_contig_9002489.region001	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__JABDLO01;s__
LN_DD_bin_124	LN_DD_contig_17501879.region001	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__JABDLO01;s__
LN_DD_bin_124	LN_DD_contig_7871700.region001	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__JABDLO01;s__
LN_DD_bin_125	LN_DD_contig_24435848.region001	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Woeseiales;f__Woeseiaceae;g__UBA1847;s__
LN_DD_bin_125	LN_DD_contig_15448899.region001	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Woeseiales;f__Woeseiaceae;g__UBA1847;s__
LN_DD_bin_125	LN_DD_contig_8730382.region001	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Woeseiales;f__Woeseiaceae;g__UBA1847;s__
LN_DD_bin_125	LN_DD_contig_22019264.region001	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Woeseiales;f__Woeseiaceae;g__UBA1847;s__
LN_DD_bin_127	LN_DD_contig_18972394.region001	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Longimicrobiales;f__UBA6960;g__IDS-52;s__
LN_DD_bin_127	LN_DD_contig_25401215.region001	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Longimicrobiales;f__UBA6960;g__IDS-52;s__
LN_DD_bin_127	LN_DD_contig_8693220.region001	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Longimicrobiales;f__UBA6960;g__IDS-52;s__
LN_DD_bin_127	LN_DD_contig_21559581.region001	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Longimicrobiales;f__UBA6960;g__IDS-52;s__
LN_DD_bin_127	LN_DD_contig_13226306.region001	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Longimicrobiales;f__UBA6960;g__IDS-52;s__
LN_DD_bin_127	LN_DD_contig_12613988.region001	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Longimicrobiales;f__UBA6960;g__IDS-52;s__
LN_DD_bin_127	LN_DD_contig_20026919.region001	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Longimicrobiales;f__UBA6960;g__IDS-52;s__
LN_DD_bin_127	LN_DD_contig_16860060.region001	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Longimicrobiales;f__UBA6960;g__IDS-52;s__
LN_DD_bin_127	LN_DD_contig_2501262.region001	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Longimicrobiales;f__UBA6960;g__IDS-52;s__
LN_DD_bin_129	LN_DD_contig_714471.region001	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__SZUA-36;g__SZUA-36;s__
LN_DD_bin_12	LN_DD_contig_17723180.region001	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Nitrosococcales;f__Methylophagaceae;g__GCA-002733105;s__
LN_DD_bin_12	LN_DD_contig_12263684.region001	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Nitrosococcales;f__Methylophagaceae;g__GCA-002733105;s__
LN_DD_bin_12	LN_DD_contig_23872986.region001	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Nitrosococcales;f__Methylophagaceae;g__GCA-002733105;s__
LN_DD_bin_12	LN_DD_contig_5313497.region001	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Nitrosococcales;f__Methylophagaceae;g__GCA-002733105;s__
LN_DD_bin_130	LN_DD_contig_11365692.region001	d__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia;o__Thermoanaerobaculales;f__FEB-10;g__JACXWA01;s__
LN_DD_bin_130	LN_DD_contig_7858544.region001	d__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia;o__Thermoanaerobaculales;f__FEB-10;g__JACXWA01;s__
LN_DD_bin_130	LN_DD_contig_23677121.region001	d__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia;o__Thermoanaerobaculales;f__FEB-10;g__JACXWA01;s__
LN_DD_bin_132	LN_DD_contig_14915318.region001	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Woeseiales;f__Woeseiaceae;g__SZUA-117;s__
LN_DD_bin_132	LN_DD_contig_3679992.region001	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Woeseiales;f__Woeseiaceae;g__SZUA-117;s__
LN_DD_bin_132	LN_DD_contig_18513750.region001	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Woeseiales;f__Woeseiaceae;g__SZUA-117;s__
LN_DD_bin_132	LN_DD_contig_5684987.region001	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Woeseiales;f__Woeseiaceae;g__SZUA-117;s__
LN_DD_bin_132	LN_DD_contig_5684987.region002	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Woeseiales;f__Woeseiaceae;g__SZUA-117;s__
LN_DD_bin_132	LN_DD_contig_3183302.region001	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Woeseiales;f__Woeseiaceae;g__SZUA-117;s__
LN_DD_bin_134	LN_DD_contig_4273790.region001	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Robiginitalea;s__
LN_DD_bin_134	LN_DD_contig_9443587.region001	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Robiginitalea;s__
LN_DD_bin_135	LN_DD_contig_8644629.region001	d__Bacteria;p__Krumholzibacteriota;c__;o__;f__;g__;s__
LN_DD_bin_135	LN_DD_contig_3507685.region001	d__Bacteria;p__Krumholzibacteriota;c__;o__;f__;g__;s__
LN_DD_bin_138	LN_DD_contig_18690326.region001	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Longimicrobiales;f__UBA6960;g__JABDNZ01;s__
LN_DD_bin_138	LN_DD_contig_232177.region001	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Longimicrobiales;f__UBA6960;g__JABDNZ01;s__
LN_DD_bin_13	LN_DD_contig_5150850.region001	d__Bacteria;p__Bacteroidota;c__Rhodothermia;o__Rhodothermales;f__UBA10348;g__N075bin62;s__
LN_DD_bin_13	LN_DD_contig_2911104.region001	d__Bacteria;p__Bacteroidota;c__Rhodothermia;o__Rhodothermales;f__UBA10348;g__N075bin62;s__
LN_DD_bin_13	LN_DD_contig_23822683.region001	d__Bacteria;p__Bacteroidota;c__Rhodothermia;o__Rhodothermales;f__UBA10348;g__N075bin62;s__
LN_DD_bin_13	LN_DD_contig_4614967.region001	d__Bacteria;p__Bacteroidota;c__Rhodothermia;o__Rhodothermales;f__UBA10348;g__N075bin62;s__
LN_DD_bin_13	LN_DD_contig_24307802.region001	d__Bacteria;p__Bacteroidota;c__Rhodothermia;o__Rhodothermales;f__UBA10348;g__N075bin62;s__
LN_DD_bin_13	LN_DD_contig_13707941.region001	d__Bacteria;p__Bacteroidota;c__Rhodothermia;o__Rhodothermales;f__UBA10348;g__N075bin62;s__
LN_DD_bin_13	LN_DD_contig_12780852.region001	d__Bacteria;p__Bacteroidota;c__Rhodothermia;o__Rhodothermales;f__UBA10348;g__N075bin62;s__
LN_DD_bin_13	LN_DD_contig_12514576.region001	d__Bacteria;p__Bacteroidota;c__Rhodothermia;o__Rhodothermales;f__UBA10348;g__N075bin62;s__
LN_DD_bin_140	LN_DD_contig_17068214.region001	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Woeseiales;f__Woeseiaceae;g__UBA1847;s__UBA1847 sp009937445
LN_DD_bin_140	LN_DD_contig_2848140.region001	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Woeseiales;f__Woeseiaceae;g__UBA1847;s__UBA1847 sp009937445
LN_DD_bin_142	LN_DD_contig_9384453.region001	d__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia;o__Thermoanaerobaculales;f__FEB-10;g__JACXWA01;s__
LN_DD_bin_142	LN_DD_contig_1553090.region001	d__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia;o__Thermoanaerobaculales;f__FEB-10;g__JACXWA01;s__
LN_DD_bin_143	LN_DD_contig_23617284.region001	d__Bacteria;p__Bacteroidota;c__SZUA-365;o__SZUA-365;f__SZUA-365;g__BM516;s__
LN_DD_bin_143	LN_DD_contig_5942206.region001	d__Bacteria;p__Bacteroidota;c__SZUA-365;o__SZUA-365;f__SZUA-365;g__BM516;s__
LN_DD_bin_143	LN_DD_contig_14449245.region001	d__Bacteria;p__Bacteroidota;c__SZUA-365;o__SZUA-365;f__SZUA-365;g__BM516;s__
LN_DD_bin_145	LN_DD_contig_5482908.region001	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__Ilumatobacteraceae;g__;s__
LN_DD_bin_145	LN_DD_contig_21267909.region001	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__Ilumatobacteraceae;g__;s__
LN_DD_bin_145	LN_DD_contig_17486139.region001	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__Ilumatobacteraceae;g__;s__
LN_DD_bin_145	LN_DD_contig_17838829.region001	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__Ilumatobacteraceae;g__;s__
LN_DD_bin_145	LN_DD_contig_19181576.region001	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__Ilumatobacteraceae;g__;s__
LN_DD_bin_145	LN_DD_contig_1855909.region001	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__Ilumatobacteraceae;g__;s__
LN_DD_bin_147	LN_DD_contig_4516271.region001	d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__UBA5852;g__JABZFP01;s__
LN_DD_bin_147	LN_DD_contig_697604.region001	d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__UBA5852;g__JABZFP01;s__
LN_DD_bin_147	LN_DD_contig_13561938.region001	d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__UBA5852;g__JABZFP01;s__
LN_DD_bin_147	LN_DD_contig_11343810.region001	d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__UBA5852;g__JABZFP01;s__
LN_DD_bin_147	LN_DD_contig_11353990.region001	d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__UBA5852;g__JABZFP01;s__
LN_DD_bin_147	LN_DD_contig_5300290.region001	d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__UBA5852;g__JABZFP01;s__
LN_DD_bin_147	LN_DD_contig_23031429.region001	d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__UBA5852;g__JABZFP01;s__
LN_DD_bin_147	LN_DD_contig_5401781.region001	d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__UBA5852;g__JABZFP01;s__
LN_DD_bin_147	LN_DD_contig_18950304.region001	d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__UBA5852;g__JABZFP01;s__
LN_DD_bin_147	LN_DD_contig_22173048.region001	d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__UBA5852;g__JABZFP01;s__
LN_DD_bin_148	LN_DD_contig_6906859.region001	d__Bacteria;p__Krumholzibacteriota;c__Krumholzibacteria;o__LZORAL124-64-63;f__LZORAL124-64-63;g__LZORAL124-64-63;s__
LN_DD_bin_151	LN_DD_contig_20669302.region001	d__Bacteria;p__Krumholzibacteriota;c__Krumholzibacteria;o__LZORAL124-64-63;f__LZORAL124-64-63;g__LZORAL124-64-63;s__
LN_DD_bin_152	LN_DD_contig_9372458.region001	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__;g__;s__
LN_DD_bin_152	LN_DD_contig_10665073.region001	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__;g__;s__
LN_DD_bin_152	LN_DD_contig_13952466.region001	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__;g__;s__
LN_DD_bin_153	LN_DD_contig_1140655.region001	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__HDS-20;s__
LN_DD_bin_155	LN_DD_contig_14823061.region001	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Woeseiales;f__Woeseiaceae;g__SZUA-117;s__
LN_DD_bin_155	LN_DD_contig_9188250.region001	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Woeseiales;f__Woeseiaceae;g__SZUA-117;s__
LN_DD_bin_154	LN_DD_contig_7752457.region001	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Lutibacter;s__
LN_DD_bin_156	LN_DD_contig_1932057.region001	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__Ilumatobacteraceae;g__Ilumatobacter;s__
LN_DD_bin_156	LN_DD_contig_15772009.region001	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__Ilumatobacteraceae;g__Ilumatobacter;s__
LN_DD_bin_158	LN_DD_contig_7159200.region001	d__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia;o__Thermoanaerobaculales;f__FEB-10;g__JACXWA01;s__
LN_DD_bin_158	LN_DD_contig_19470248.region001	d__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia;o__Thermoanaerobaculales;f__FEB-10;g__JACXWA01;s__
LN_DD_bin_158	LN_DD_contig_1797701.region001	d__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia;o__Thermoanaerobaculales;f__FEB-10;g__JACXWA01;s__
LN_DD_bin_158	LN_DD_contig_7295849.region001	d__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia;o__Thermoanaerobaculales;f__FEB-10;g__JACXWA01;s__
LN_DD_bin_158	LN_DD_contig_15335280.region001	d__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia;o__Thermoanaerobaculales;f__FEB-10;g__JACXWA01;s__
LN_DD_bin_159	LN_DD_contig_22899746.region001	d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__UBA11574;g__UBA11574;s__UBA11574 sp002868985
LN_DD_bin_159	LN_DD_contig_25583367.region001	d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__UBA11574;g__UBA11574;s__UBA11574 sp002868985
LN_DD_bin_159	LN_DD_contig_23780797.region001	d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__UBA11574;g__UBA11574;s__UBA11574 sp002868985
LN_DD_bin_161	LN_DD_contig_648585.region001	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__GCA-2748055;g__GCA-2748055;s__
LN_DD_bin_161	LN_DD_contig_10401246.region001	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__GCA-2748055;g__GCA-2748055;s__
LN_DD_bin_161	LN_DD_contig_16525385.region001	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__GCA-2748055;g__GCA-2748055;s__
LN_DD_bin_161	LN_DD_contig_14073753.region001	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__GCA-2748055;g__GCA-2748055;s__
LN_DD_bin_163	LN_DD_contig_5519553.region001	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SZUA-229;f__SZUA-229;g__JABDQW01;s__
LN_DD_bin_163	LN_DD_contig_11006128.region001	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SZUA-229;f__SZUA-229;g__JABDQW01;s__
LN_DD_bin_164	LN_DD_contig_22204330.region001	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__UBA10347;g__UBA10347;s__
LN_DD_bin_164	LN_DD_contig_24913505.region001	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__UBA10347;g__UBA10347;s__
LN_DD_bin_164	LN_DD_contig_25299193.region001	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__UBA10347;g__UBA10347;s__
LN_DD_bin_165	LN_DD_contig_20349247.region001	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__UBA4823;g__DSWF01;s__
LN_DD_bin_166	LN_DD_contig_345502.region001	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__GCA-2729495;f__GCA-2729495;g__GCA-2729495;s__
LN_DD_bin_166	LN_DD_contig_8062127.region001	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__GCA-2729495;f__GCA-2729495;g__GCA-2729495;s__
LN_DD_bin_166	LN_DD_contig_22537868.region001	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__GCA-2729495;f__GCA-2729495;g__GCA-2729495;s__
LN_DD_bin_166	LN_DD_contig_9768562.region001	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__GCA-2729495;f__GCA-2729495;g__GCA-2729495;s__
LN_DD_bin_166	LN_DD_contig_7239686.region001	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__GCA-2729495;f__GCA-2729495;g__GCA-2729495;s__
LN_DD_bin_167	LN_DD_contig_13302817.region001	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Woeseiales;f__Woeseiaceae;g__JAACFB01;s__
LN_DD_bin_167	LN_DD_contig_21844107.region001	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Woeseiales;f__Woeseiaceae;g__JAACFB01;s__
LN_DD_bin_167	LN_DD_contig_2878211.region001	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Woeseiales;f__Woeseiaceae;g__JAACFB01;s__
LN_DD_bin_168	LN_DD_contig_22383911.region001	d__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia;o__Thermoanaerobaculales;f__FEB-10;g__FEB-10;s__
LN_DD_bin_168	LN_DD_contig_4782854.region001	d__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia;o__Thermoanaerobaculales;f__FEB-10;g__FEB-10;s__
LN_DD_bin_169	LN_DD_contig_6128622.region001	d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Fen-336;f__;g__;s__
LN_DD_bin_169	LN_DD_contig_5864188.region001	d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Fen-336;f__;g__;s__
LN_DD_bin_169	LN_DD_contig_19708967.region001	d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Fen-336;f__;g__;s__
LN_DD_bin_169	LN_DD_contig_19734290.region001	d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Fen-336;f__;g__;s__
LN_DD_bin_169	LN_DD_contig_23279555.region001	d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Fen-336;f__;g__;s__
LN_DD_bin_169	LN_DD_contig_4316526.region001	d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Fen-336;f__;g__;s__
LN_DD_bin_169	LN_DD_contig_8210602.region001	d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Fen-336;f__;g__;s__
LN_DD_bin_169	LN_DD_contig_1805270.region001	d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Fen-336;f__;g__;s__
LN_DD_bin_169	LN_DD_contig_8578206.region001	d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Fen-336;f__;g__;s__
LN_DD_bin_169	LN_DD_contig_8620182.region001	d__Bacteria;p__Acidobacteriota;c__Vicinamibacteria;o__Fen-336;f__;g__;s__
LN_DD_bin_16	LN_DD_contig_14145066.region001	d__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia;o__UBA5704;f__UBA5704;g__;s__
