bgc_name	membership_value	genome_name	Completeness (%)	Contamination (%)	GC (%)	N50 (bp)	Genome length (bp)	# of contigs	# of predicted genes	Longest contig	Coding density	Marker lineage in checkm	# markers in checkm	Strain heterogeneity	GTDB taxonomy	NCBI taxonomy	Metabolic pathways evaluated by KEGG-Decoder module (sulphate reduction bacteria within Deltaproteobacteria and Thermodesulfobacteria, and ammonia oxidation archaea within Thaumarchaeota)	Unnamed: 16	Unnamed: 17	Unnamed: 18	Unnamed: 19	Unnamed: 20	Unnamed: 21	Unnamed: 22	Unnamed: 23	Unnamed: 24	Unnamed: 25	Unnamed: 26	Unnamed: 27	Unnamed: 28	Unnamed: 29
HN_SY_contig_15494922.region001	0.23623228406273	HN_SY_bin_90	96.92	4.906	58.1	123373	3557634	79	3272	284661	0.923777616	c__Gammaproteobacteria (UID4202)	481	0.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__SZUA-36;g__JABDPF01;s__	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__;g__;s__															
HN_SY_contig_2223795.region001	0.211041134193002	HN_SY_bin_153	69.43	3.448	68.8	8667	3049982	506	3159	43281	0.903796934	k__Bacteria (UID203)	104	100.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__SZUA-36;g__;s__	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__;g__;s__															
HN_SY_contig_22886643.region001	0.316969095432103	HN_SY_bin_73	59.48	6.896	69.2	3103	2546592	861	3013	22122	0.908497807	k__Bacteria (UID203)	104	50.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__SZUA-36;g__;s__	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__Wenzhouxiangellaceae;g__;s__															
HN_SY_contig_30482831.region001	0.19080020221407	HN_SY_bin_146	91.88	4.453	61.2	23951	3174684	175	2990	121597	0.931982168	c__Gammaproteobacteria (UID4202)	481	15.79	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__SZUA-36;g__JABDPF01;s__	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__;g__;s__															
JS_LYG_contig_13330056.region001	0.234603154760119	JS_LYG_bin_137	92.46	5.087	57.3	58514	3317461	96	3090	216132	0.928238958	c__Gammaproteobacteria (UID4202)	481	0.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__SZUA-36;g__JABDPF01;s__	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__;g__;s__															
JS_LYG_contig_15512364.region001	0.210308897002051	JS_LYG_bin_29	91.52	7.88	57.6	52080	3894466	129	3436	202816	0.887040535	c__Gammaproteobacteria (UID4202)	481	0.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__SZUA-36;g__JABDPF01;s__	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__;g__;s__															
LN_DD_contig_14173740.region001	0.251261965923106	LN_DD_bin_28	88.84	5.683	56.7	15436	2733910	285	2690	74624	0.933230418	c__Gammaproteobacteria (UID4202)	481	19.23	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__SZUA-36;g__JABDPF01;s__	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__;g__;s__															
LN_DD_contig_14239459.region001	0.19080020221407	LN_DD_bin_29	86.18	6.37	62.3	69328	3009463	135	2790	221560	0.910422151	c__Gammaproteobacteria (UID4202)	481	11.54	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__SZUA-36;g__JABDPF01;s__	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__;f__;g__;s__															
LN_DD_contig_7420435.region001	0.188641208309964	LN_DD_bin_68	91.71	5.117	56.9	65519	3356543	96	3063	210757	0.931072335	c__Gammaproteobacteria (UID4202)	481	5.26	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__SZUA-36;g__JABDPF01;s__	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__;g__;s__															
LN_DD_contig_915494.region001	0.255827684769193	LN_DD_bin_1	93.47	6.367	55.5	32388	3648752	176	3333	137628	0.90685416	c__Gammaproteobacteria (UID4202)	481	4.17	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__SZUA-36;g__;s__	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__;g__;s__															
SD_DY_contig_15509516.region001	0.19080020221407	SD_DY_bin_97	91.15	8.379	64.3	8678	3535670	612	3617	52087	0.896901885	c__Gammaproteobacteria (UID4202)	481	20.41	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__SZUA-36;g__SHZL01;s__	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__;g__;s__															
SD_DY_contig_17486641.region001	0.329269973602134	SD_DY_bin_119	96.64	7.106	63.0	47741	3636072	203	3374	166269	0.891274298	c__Gammaproteobacteria (UID4202)	481	9.68	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__SZUA-36;g__;s__	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__;g__;s__															
SD_DY_contig_21620399.region001	0.188641208309964	SD_DY_bin_28	84.74	9.001	63.5	21365	3489825	316	3235	70509	0.901464937	c__Gammaproteobacteria (UID4202)	481	38.46	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__SZUA-36;g__;s__	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__;g__;s__															
SD_DY_contig_23137355.region001	0.234603154760119	SD_DY_bin_2	78.44	3.448	65.8	61470	4052713	110	3522	248363	0.904650517	k__Bacteria (UID203)	104	100.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__SZUA-36;g__JABDPF01;s__	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__;f__;g__;s__															
SD_DY_contig_26367329.region001	0.316969095432103	SD_DY_bin_488	88.23	4.287	59.9	7548	2881202	494	2924	35988	0.916549864	c__Gammaproteobacteria (UID4202)	481	43.75	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__SZUA-36;g__;s__	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__;g__;s__															
SD_DY_contig_8161538.region001	0.210308897002051	SD_DY_bin_28	84.74	9.001	63.5	21365	3489825	316	3235	70509	0.901464937	c__Gammaproteobacteria (UID4202)	481	38.46	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__SZUA-36;g__;s__	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__;g__;s__															
SD_QD_contig_27213996.region001	0.316969095432103	SD_QD_bin_86	53.36	3.448	65.8	3749	2546764	763	2797	28299	0.913200914	k__Bacteria (UID203)	104	100.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__SZUA-36;g__JABDPF01;s__	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__;f__;g__;s__															
ZJ_WZ_contig_17762967.region001	0.19080020221407	ZJ_WZ_bin_175	54.46	0.0	65.6	6690	2901227	574	2895	31434	0.918566865	k__Bacteria (UID203)	104	0.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__SZUA-36;g__;s__	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__;g__;s__															
ZJ_WZ_contig_24971922.region001	0.188641208309964	ZJ_WZ_bin_227	78.76	0.0	64.2	23301	2768375	244	2619	96410	0.916492606	k__Bacteria (UID203)	104	0.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__SZUA-36;g__;s__	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__;g__;s__															
ZJ_WZ_contig_25346870.region001	0.395228592742891	ZJ_WZ_bin_205	54.65	3.448	55.4	7465	3212549	580	3237	42416	0.896588061	k__Bacteria (UID203)	104	50.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__SZUA-36;g__;s__	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__;g__;s__															
ZJ_WZ_contig_3077644.region001	0.316969095432103	ZJ_WZ_bin_242	94.21	0.821	58.1	60872	2178711	75	2188	155217	0.873333002	c__Gammaproteobacteria (UID4267)	544	16.67	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__UBA9214;f__UBA9214;g__UBA9214;s__	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria															
GX_BH_contig_2003671.region001	0.0	GX_BH_bin_134	53.44	8.62	64.4	10065	3340701	458	3424	48894	0.896694229	k__Bacteria (UID203)	104	12.5	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__GCA-001735895;f__GCA-001735895;g__GCA-001735895;s__	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__;f__;g__;s__															
GX_BH_contig_30578862.region001	1.49011611938477e-08	GX_BH_bin_59	92.47	6.965	59.4	15749	4461476	442	4443	79655	0.885906605	c__Gammaproteobacteria (UID4267)	544	35.85	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__GCA-001735895;f__GCA-001735895;g__GCA-001735895;s__	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__;f__;g__;s__															
LN_DD_contig_15597930.region001	0.0	LN_DD_bin_69	72.36	1.709	60.2	104674	3117169	107	2742	240769	0.924920137	k__Bacteria (UID3187)	188	50.0	d__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia;o__UBA5704;f__UBA5704;g__M0029;s__	d__Bacteria;p__Acidobacteria;c__;o__;f__;g__;s__															
GD_ZH_contig_19077924.region001	0.272852659031233	GD_ZH_bin_258	75.76	0.744	48.9	35324	2264507	82	2100	112844	0.87030603	c__Deltaproteobacteria (UID3217)	280	0.0	d__Bacteria;p__Desulfobacterota;c__Desulfobulbia;o__Desulfobulbales;f__BM004;g__BM004;s__	d__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfobacterales;f__Desulfobulbaceae;g__;s__	Sulphate reduction														
LN_DD_contig_15659777.region001	0.377384454413042	LN_DD_bin_202	51.45	4.464	47.8	12549	1482918	177	1518	38578	0.870114848	c__Deltaproteobacteria (UID3217)	280	30.0	d__Bacteria;p__Desulfobacterota;c__Desulfobulbia;o__Desulfobulbales;f__BM004;g__BM004;s__	d__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfobacterales;f__Desulfobulbaceae;g__;s__	Sulphate reduction														
SD_QD_contig_27727402.region001	0.318490742328695	SD_QD_bin_210	91.66	1.934	46.8	64516	2579504	89	2443	132316	0.84950016	c__Deltaproteobacteria (UID3217)	280	0.0	d__Bacteria;p__Desulfobacterota;c__Desulfobulbia;o__Desulfobulbales;f__BM004;g__BM004;s__	d__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfobacterales;f__Desulfobulbaceae;g__;s__	Sulphate reduction														
ZJ_NB_contig_9980112.region001	0.367527603325972	ZJ_NB_bin_24	84.36	1.162	56.1	10972	2077409	302	2133	56217	0.867361746	c__Deltaproteobacteria (UID3217)	280	40.0	d__Bacteria;p__Desulfobacterota;c__Desulfobulbia;o__Desulfobulbales;f__BM004;g__;s__	d__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfobacterales;f__Desulfobulbaceae;g__;s__	Sulphate reduction														
LN_DD_contig_16136461.region001	2.1073424255447e-08	LN_DD_bin_187	85.72	3.306	50.6	9653	4124980	649	4189	59709	0.859340669	c__Deltaproteobacteria (UID3217)	280	85.71	d__Bacteria;p__Desulfobacterota;c__Desulfobulbia;o__Desulfobulbales;f__Desulfocapsaceae;g__JABDQA01;s__JABDQA01 sp905479735	d__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfobacterales;f__Desulfobulbaceae;g__Desulfofustis;s__	Sulphate reduction														
LN_DD_contig_1643.region001	0.0	LN_DD_bin_73	90.74	3.935	60.9	72369	4256754	151	4124	367268	0.899435991	c__Gammaproteobacteria (UID4443)	451	0.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__HTCC2089;g__UBA7803;s__	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__;f__;g__;s__															
LN_DD_contig_17079702.region001	0.0	LN_DD_bin_69	72.36	1.709	60.2	104674	3117169	107	2742	240769	0.924920137	k__Bacteria (UID3187)	188	50.0	d__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia;o__UBA5704;f__UBA5704;g__M0029;s__	d__Bacteria;p__Acidobacteria;c__;o__;f__;g__;s__															
LN_DD_contig_17408839.region001	0.0	LN_DD_bin_170	91.68	2.762	57.9	91701	4191958	68	4083	321495	0.916636124	c__Gammaproteobacteria (UID4443)	451	0.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__HTCC2089;g__UBA4421;s__	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__;f__;g__;s__															
LN_DD_contig_20663041.region002	0.0	LN_DD_bin_61	70.18	3.66	56.8	8102	2603044	406	2749	71849	0.929499726	c__Gammaproteobacteria (UID4267)	544	42.31	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Woeseiales;f__Woeseiaceae;g__UBA1847;s__	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__;g__;s__															
GD_ST_contig_7326682.region001	0.371861947741725	GD_ST_bin_175	77.34	1.488	56.9	6966	1760294	339	1897	31708	0.876461836	c__Deltaproteobacteria (UID3217)	280	0.0	d__Bacteria;p__Desulfobacterota;c__Desulfobulbia;o__Desulfobulbales;f__BM004;g__;s__	d__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfobacterales;f__Desulfobulbaceae;g__;s__	Sulphate reduction														
JS_LYG_contig_13307927.region001	0.369947260349349	JS_LYG_bin_65	88.38	1.978	47.6	13089	2285689	267	2272	51414	0.851318636	c__Deltaproteobacteria (UID3217)	280	75.0	d__Bacteria;p__Desulfobacterota;c__Desulfobulbia;o__Desulfobulbales;f__BM004;g__BM004;s__BM004 sp002868955	d__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfobacterales;f__Desulfobulbaceae;g__;s__	Sulphate reduction														
LN_DD_contig_21849945.region001	0.371861947741725	LN_DD_bin_202	51.45	4.464	47.8	12549	1482918	177	1518	38578	0.870114848	c__Deltaproteobacteria (UID3217)	280	30.0	d__Bacteria;p__Desulfobacterota;c__Desulfobulbia;o__Desulfobulbales;f__BM004;g__BM004;s__	d__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfobacterales;f__Desulfobulbaceae;g__;s__	Sulphate reduction														
SD_QD_contig_26166321.region001	0.369947260349349	SD_QD_bin_210	91.66	1.934	46.8	64516	2579504	89	2443	132316	0.84950016	c__Deltaproteobacteria (UID3217)	280	0.0	d__Bacteria;p__Desulfobacterota;c__Desulfobulbia;o__Desulfobulbales;f__BM004;g__BM004;s__	d__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfobacterales;f__Desulfobulbaceae;g__;s__	Sulphate reduction														
ZJ_NB_contig_11200412.region001	0.369947260349349	ZJ_NB_bin_99	72.49	5.803	44.5	54980	2213731	63	2120	149113	0.870831495	c__Deltaproteobacteria (UID3217)	280	7.69	d__Bacteria;p__Desulfobacterota;c__Desulfobulbia;o__Desulfobulbales;f__BM004;g__BM004;s__	d__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfobacterales;f__Desulfobulbaceae;g__;s__	Sulphate reduction														
LN_DD_contig_21871493.region001	0.0	LN_DD_bin_29	86.18	6.37	62.3	69328	3009463	135	2790	221560	0.910422151	c__Gammaproteobacteria (UID4202)	481	11.54	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__SZUA-36;g__JABDPF01;s__	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__;f__;g__;s__															
LN_DD_contig_21872672.region001	0.0	LN_DD_bin_190	94.08	8.421	58.5	50241	5708704	203	5307	178584	0.864868283	c__Gammaproteobacteria (UID4267)	544	0.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__HK1;f__HK1;g__;s__	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__Ectothiorhodospiraceae;g__;s__															
LN_DD_contig_2192311.region001	0.0	LN_DD_bin_170	91.68	2.762	57.9	91701	4191958	68	4083	321495	0.916636124	c__Gammaproteobacteria (UID4443)	451	0.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__HTCC2089;g__UBA4421;s__	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__;f__;g__;s__															
LN_DD_contig_22164709.region001	0.0	LN_DD_bin_194	97.86	1.388	41.2	62095	2202355	52	2195	215756	0.896549568	c__Betaproteobacteria (UID3888)	387	0.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Methylophilaceae;g__GCA-2401735;s__	d__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Nitrosomonadales;f__Methylophilaceae;g__;s__															
LN_DD_contig_22504336.region001	2.1073424255447e-08	LN_DD_bin_170	91.68	2.762	57.9	91701	4191958	68	4083	321495	0.916636124	c__Gammaproteobacteria (UID4443)	451	0.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__HTCC2089;g__UBA4421;s__	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__;f__;g__;s__															
LN_DD_contig_10929269.region001	2.1073424255447e-08	LN_DD_bin_190	94.08	8.421	58.5	50241	5708704	203	5307	178584	0.864868283	c__Gammaproteobacteria (UID4267)	544	0.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__HK1;f__HK1;g__;s__	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__Ectothiorhodospiraceae;g__;s__															
GD_ZH_contig_20981959.region001	0.205319241635465	GD_ZH_bin_21	97.58	4.193	43.2	24202	4075422	365	3914	73865	0.804052063	c__Deltaproteobacteria (UID3216)	247	20.0	d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__UBA11574;g__UBA11574;s__UBA11574 sp003486165	d__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfobacterales;f__Desulfobacteraceae;g__;s__	Sulphate reduction														
HN_SY_contig_8912320.region001	0.301132184307272	HN_SY_bin_69	77.88	1.635	48.1	8198	5409600	773	5217	34522	0.813527292	c__Deltaproteobacteria (UID3216)	247	75.0	d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__UBA2174_A;g__;s__	d__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfobacterales;f__Desulfobacteraceae;g__;s__	Sulphate reduction														
LN_DD_contig_25583367.region001	0.202667582237359	LN_DD_bin_159	85.38	6.0	43.4	10586	3602847	472	3588	40278	0.801380134	c__Deltaproteobacteria (UID3216)	247	46.67	d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__UBA11574;g__UBA11574;s__UBA11574 sp002868985	d__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfobacterales;f__Desulfobacteraceae;g__;s__	Sulphate reduction														
LN_DD_contig_3259245.region001	0.202667582237359	LN_DD_bin_46	51.87	0.483	45.8	10005	1158329	138	1198	25854	0.854077687	c__Deltaproteobacteria (UID3216)	247	0.0	d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__UBA11574;g__JAAXQD01;s__	d__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfobacterales;f__;g__;s__	Sulphate reduction														
LN_DD_contig_4241638.region001	0.0	LN_DD_bin_123	83.19	2.699	62.4	28830	2665306	116	2662	105904	0.884199584	c__Gammaproteobacteria (UID4267)	544	16.67	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Arenicellales;f__JAANXG01;g__;s__	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__;f__;g__;s__															
LN_DD_contig_67352.region001	0.0	LN_DD_bin_141	95.45	2.84	67.5	56130	4757397	147	3882	301979	0.881068511	k__Bacteria (UID2565)	143	0.0	d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Phycisphaerales;f__SM1A02;g__;s__	d__Bacteria;p__Planctomycetes;c__Phycisphaerae;o__Phycisphaerales;f__;g__;s__															
ZJ_WZ_contig_18452205.region002	0.0	ZJ_WZ_bin_60	96.12	4.334	65.4	108160	4932888	89	4603	254542	0.889367018	c__Gammaproteobacteria (UID4267)	544	4.76	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Ga0077536;f__Ga0077536;g__JADJYF01;s__	d__Bacteria;p__Proteobacteria;c__;o__;f__;g__;s__															
LN_DD_contig_7332852.region001	0.0	LN_DD_bin_191	97.3	4.679	61.3	34112	5128804	235	4868	151298	0.88977202	c__Gammaproteobacteria (UID4267)	544	8.7	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Ga0077536;f__Ga0077536;g__UBA11873;s__	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__;f__;g__;s__															
GD_ZH_contig_15688152.region001	0.0	GD_ZH_bin_209	96.55	2.677	40.0	30902	2128216	139	2184	82971	0.909001628	c__Betaproteobacteria (UID3888)	387	81.82	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Methylophilaceae;g__GCA-2401735;s__	d__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Nitrosomonadales;f__Methylophilaceae;g__;s__															
JS_YC_contig_22083760.region001	0.0	JS_YC_bin_126	97.8	4.395	62.3	96209	3056350	89	2866	209180	0.902698521	k__Bacteria (UID2495)	147	25.0	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Longimicrobiales;f__UBA6960;g__JAAXGI01;s__	d__Bacteria;p__Gemmatimonadetes;c__;o__;f__;g__;s__															
GD_ZH_contig_25377072.region001	2.1073424255447e-08	GD_ZH_bin_223	97.8	3.296	66.0	33784	2761641	177	2623	116401	0.915546316	k__Bacteria (UID2495)	147	0.0	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__KS3-K002;f__JABDQB01;g__JABDQB01;s__	d__Bacteria;p__Gemmatimonadetes;c__;o__;f__;g__;s__															
ZJ_WZ_contig_1545005.region001	0.0	ZJ_WZ_bin_25	91.46	4.945	66.8	76488	4120950	132	3628	208146	0.918953128	k__Bacteria (UID2495)	147	40.0	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__KS3-K002;f__JABDQB01;g__;s__	d__Bacteria;p__Gemmatimonadetes;c__Gemmatimonadetes;o__Gemmatimonadales;f__;g__;s__															
SD_DY_contig_11036278.region001	0.0	SD_DY_bin_105	86.03	2.095	65.0	40295	2837827	137	2772	150335	0.926389031	c__Gammaproteobacteria (UID4267)	544	22.22	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SMWH01;f__SMWH01;g__SMWH01;s__	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__;f__;g__;s__															
SD_DY_contig_11076962.region001	0.363178041751352	SD_DY_bin_308	97.73	2.297	70.7	42419	3011950	164	2995	142396	0.920275016	k__Bacteria (UID2495)	147	33.33	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__JACCXV01;f__;g__;s__	d__Bacteria;p__Gemmatimonadetes;c__;o__;f__;g__;s__															
SD_DY_contig_13178059.region001	1.49011611938477e-08	SD_DY_bin_70	84.48	0.0	66.3	139662	2302571	46	2281	298826	0.935019671	k__Bacteria (UID203)	104	0.0	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__JACCXV01;f__;g__;s__	d__Bacteria;p__Gemmatimonadetes;c__;o__;f__;g__;s__															
SD_DY_contig_27978922.region001	0.363178041751352	SD_DY_bin_332	96.7	2.38	62.1	83355	2845859	96	2824	230192	0.925116069	k__Bacteria (UID2495)	147	0.0	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__JACCXV01;f__;g__;s__	d__Bacteria;p__Gemmatimonadetes;c__;o__;f__;g__;s__															
LN_DD_contig_5684987.region002	2.1073424255447e-08	LN_DD_bin_132	88.62	8.135	61.0	86465	4887621	205	4435	264419	0.898671895	c__Gammaproteobacteria (UID4267)	544	4.35	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Woeseiales;f__Woeseiaceae;g__SZUA-117;s__	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__Woeseiaceae;g__Woeseia;s__															
SD_DY_contig_11174015.region001	0.276823942619193	SD_DY_bin_296	75.91	1.555	60.6	24005	2982519	201	2889	140605	0.858109064	c__Gammaproteobacteria (UID4267)	544	0.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__HK1;f__HK1;g__;s__	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__;f__;g__;s__															
SD_DY_contig_19078563.region001	0.252198811025519	SD_DY_bin_474	82.38	5.0	61.1	10885	3415947	464	3509	40513	0.874619649	c__Gammaproteobacteria (UID4267)	544	59.26	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__HK1;f__HK1;g__;s__	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__;f__;g__;s__															
SD_DY_contig_4124005.region001	0.0	SD_DY_bin_1	75.5	2.904	61.9	45934	3186754	129	3012	242982	0.863961384	c__Gammaproteobacteria (UID4267)	544	20.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__HK1;f__HK1;g__;s__	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__Ectothiorhodospiraceae;g__;s__															
ZJ_WZ_contig_22795467.region001	0.0	ZJ_WZ_bin_26	96.64	1.219	57.5	46184	4009500	142	3790	190388	0.878304177	p__Proteobacteria (UID3882)	261	0.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Arenicellales;f__JAANXG01;g__;s__	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__;f__;g__;s__															
SD_DY_contig_11889987.region001	0.0	SD_DY_bin_514	92.3	1.709	67.7	156481	5470794	173	4766	521650	0.89913719	k__Bacteria (UID3187)	188	0.0	d__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia;o__UBA5704;f__;g__;s__	d__Bacteria;p__Acidobacteria;c__Holophagae;o__Holophagales;f__;g__;s__															
SD_DY_contig_12023912.region001	0.0	SD_DY_bin_344	96.44	3.488	64.8	35677	6436159	299	5201	155644	0.862883779	k__Bacteria (UID2565)	141	25.0	d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__;f__;g__;s__	d__Bacteria;p__Planctomycetes;c__Planctomycetia;o__;f__;g__;s__															
