bgc_name	genome_name	score	Completeness (%)	Contamination (%)	GC (%)	N50 (bp)	Genome length (bp)	# of contigs	# of predicted genes	Longest contig	Coding density	Marker lineage in checkm	# markers in checkm	Strain heterogeneity	GTDB taxonomy	NCBI taxonomy	Metabolic pathways evaluated by KEGG-Decoder module (sulphate reduction bacteria within Deltaproteobacteria and Thermodesulfobacteria, and ammonia oxidation archaea within Thaumarchaeota)	Product Prediction
JS_YC_contig_21296860.region001	JS_YC_bin_203	0.6109660907779514	88.81	1.29	64.4	86686	4417107	106	4287	274210	0.913598006	c__Deltaproteobacteria (UID3216)	247	0.0	d__Bacteria;p__Myxococcota_A;c__UBA9160;o__UBA9160;f__UBA6930;g__UBA6930;s__	d__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__;f__;g__;s__	Sulphate reduction	NRPS-like
ZJ_WZ_contig_5699920.region002	ZJ_WZ_bin_165	0.6101266134442814	98.69	2.768	62.4	75540	5066181	151	4836	198455	0.876165159	c__Alphaproteobacteria (UID3305)	349	0.0	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__UBA8366;f__UBA8366;g__WHUA01;s__	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__;f__;g__;s__		terpene
ZJ_WZ_contig_9646821.region001	ZJ_WZ_bin_165	0.6101266066737442	98.69	2.768	62.4	75540	5066181	151	4836	198455	0.876165159	c__Alphaproteobacteria (UID3305)	349	0.0	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__UBA8366;f__UBA8366;g__WHUA01;s__	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__;f__;g__;s__		NRPS-like
SD_DY_contig_22020953.region001	SD_DY_bin_322	0.6099990377681977	95.72	2.231	69.4	54277	4271591	173	4199	173001	0.921531704	k__Bacteria (UID1453)	171	25.0	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__UBA11606;g__VXYK01;s__	d__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales;f__Acidimicrobiaceae;g__;s__		betalactone
SD_DY_contig_17932626.region001	SD_DY_bin_322	0.6099990309976605	95.72	2.231	69.4	54277	4271591	173	4199	173001	0.921531704	k__Bacteria (UID1453)	171	25.0	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__UBA11606;g__VXYK01;s__	d__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales;f__Acidimicrobiaceae;g__;s__		RRE-containing
SD_DY_contig_8739154.region001	SD_DY_bin_322	0.6099990281932123	95.72	2.231	69.4	54277	4271591	173	4199	173001	0.921531704	k__Bacteria (UID1453)	171	25.0	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__UBA11606;g__VXYK01;s__	d__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales;f__Acidimicrobiaceae;g__;s__		redox-cofactor
GD_ST_contig_4723645.region001	GD_ST_bin_100	0.6096946297469691	88.98	0.489	58.0	78341	3391574	75	3402	173639	0.883511811	f__Rhodobacteraceae (UID3360)	582	0.0	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Roseobacter;s__	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Roseobacteraceae;g__Roseobacter;s__		NRPS-like
HN_SY_contig_9553502.region001	HN_SY_bin_65	0.6087094817727061	72.84	8.078	38.1	8179	5159723	768	5101	43668	0.860028101	p__Cyanobacteria (UID2192)	584	81.4	d__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Microcystaceae_A;g__Crocosphaera;s__	d__Bacteria;p__Cyanobacteria;c__;o__Chroococcales;f__Aphanothecaceae;g__Crocosphaera;s__		RRE-containing
HN_SY_contig_15857317.region001	HN_SY_bin_157	0.6086558540810177	96.99	3.965	63.7	34161	4231664	252	3983	128147	0.861702756	c__Gammaproteobacteria (UID4274)	581	25.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__DSM-19610;f__DSM-19610;g__;s__	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__;f__;g__;s__		hydrogen-cyanide
JS_LYG_contig_20606165.region001	JS_LYG_bin_44	0.6084427505946995	91.81	2.909	51.9	47369	6438541	245	5743	359656	0.870090379	k__Bacteria (UID1452)	163	0.0	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Promineofilales;f__Promineofilaceae;g__JAACFF01;s__JAACFF01 sp009937635	d__Bacteria;p__Chloroflexi;c__;o__;f__;g__;s__		RRE-containing
JS_LYG_contig_12331029.region001	JS_LYG_bin_44	0.6084427505946995	91.81	2.909	51.9	47369	6438541	245	5743	359656	0.870090379	k__Bacteria (UID1452)	163	0.0	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Promineofilales;f__Promineofilaceae;g__JAACFF01;s__JAACFF01 sp009937635	d__Bacteria;p__Chloroflexi;c__;o__;f__;g__;s__		hydrogen-cyanide
GX_BH_contig_2078608.region001	GX_BH_bin_42	0.6078999390651033	89.95	3.019	69.7	35276	4712649	176	3916	109430	0.912871318	k__Bacteria (UID3187)	188	60.0	d__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia;o__UBA5704;f__UBA5704;g__;s__	d__Bacteria;p__Acidobacteria;c__;o__;f__;g__;s__		RRE-containing
GX_BH_contig_10221047.region001	GX_BH_bin_42	0.6078999390651033	89.95	3.019	69.7	35276	4712649	176	3916	109430	0.912871318	k__Bacteria (UID3187)	188	60.0	d__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia;o__UBA5704;f__UBA5704;g__;s__	d__Bacteria;p__Acidobacteria;c__;o__;f__;g__;s__		NRPS-like
GX_BH_contig_30114697.region001	GX_BH_bin_42	0.6078999390651033	89.95	3.019	69.7	35276	4712649	176	3916	109430	0.912871318	k__Bacteria (UID3187)	188	60.0	d__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia;o__UBA5704;f__UBA5704;g__;s__	d__Bacteria;p__Acidobacteria;c__;o__;f__;g__;s__		lassopeptide
GD_ST_contig_18775541.region001	GD_ST_bin_148	0.6067815296376314	92.39	1.086	60.8	94681	3041668	53	2914	368922	0.906581934	c__Alphaproteobacteria (UID3305)	349	0.0	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Bin65;f__;g__;s__	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__;g__;s__		RRE-containing
SD_DY_contig_11036278.region001	SD_DY_bin_105	0.6063720028900944	86.03	2.095	65.0	40295	2837827	137	2772	150335	0.926389031	c__Gammaproteobacteria (UID4267)	544	22.22	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__SMWH01;f__SMWH01;g__SMWH01;s__	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__;f__;g__;s__		ranthipeptide
SD_QD_contig_16733670.region001	SD_QD_bin_143	0.6061856779033001	90.81	1.349	56.4	15942	2461646	241	2571	77554	0.890785033	c__Gammaproteobacteria (UID4267)	544	50.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Thiohalomonadales;f__Thiohalomonadaceae;g__;s__	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__Ectothiorhodospiraceae;g__;s__		RiPP-like
LN_DD_contig_16136461.region001	LN_DD_bin_187	0.604233126797437	85.72	3.306	50.6	9653	4124980	649	4189	59709	0.859340669	c__Deltaproteobacteria (UID3217)	280	85.71	d__Bacteria;p__Desulfobacterota;c__Desulfobulbia;o__Desulfobulbales;f__Desulfocapsaceae;g__JABDQA01;s__JABDQA01 sp905479735	d__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfobacterales;f__Desulfobulbaceae;g__Desulfofustis;s__	Sulphate reduction	hydrogen-cyanide
ZJ_NB_contig_7472971.region001	ZJ_NB_bin_121	0.6036541240415206	96.0	4.025	57.7	99310	4076095	96	3923	209964	0.888598756	c__Gammaproteobacteria (UID4267)	544	14.29	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__GCA-001735895;f__GCA-001735895;g__GCA-001735895;s__GCA-001735895 sp009937625	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__;f__;g__;s__		RiPP-like
ZJ_NB_contig_12399028.region001	ZJ_NB_bin_6	0.6036466061749528	99.95	0.85	61.1	40499	3093900	180	2783	176442	0.890109873	k__Bacteria (UID2982)	229	50.0	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae;g__Luteolibacter;s__	d__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae;g__;s__		terpene
ZJ_NB_contig_15306841.region001	ZJ_NB_bin_6	0.6036466061749528	99.95	0.85	61.1	40499	3093900	180	2783	176442	0.890109873	k__Bacteria (UID2982)	229	50.0	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae;g__Luteolibacter;s__	d__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae;g__;s__		NRPS.T1PKS
SD_DY_contig_1499571.region001	SD_DY_bin_318	0.6027640935833536	95.45	1.136	65.5	41304	5177718	271	4575	136515	0.924996324	k__Bacteria (UID2565)	143	0.0	d__Bacteria;p__Planctomycetota;c__UBA1135;o__UBA2386;f__UBA2386;g__SZUA-250;s__	d__Bacteria;p__Planctomycetes;c__;o__;f__;g__;s__		T3PKS
SD_DY_contig_17334431.region001	SD_DY_bin_318	0.6027640935833536	95.45	1.136	65.5	41304	5177718	271	4575	136515	0.924996324	k__Bacteria (UID2565)	143	0.0	d__Bacteria;p__Planctomycetota;c__UBA1135;o__UBA2386;f__UBA2386;g__SZUA-250;s__	d__Bacteria;p__Planctomycetes;c__;o__;f__;g__;s__		lassopeptide.RRE-containing
SD_QD_contig_2436771.region001	SD_QD_bin_119	0.6018960249375499	87.01	3.19	48.4	45163	4195028	175	3581	231026	0.928881039	p__Bacteroidetes (UID2605)	316	22.22	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__GCA-2748055;g__GCA-2748055;s__	d__Bacteria;p__Bacteroidetes;c__;o__;f__;g__;s__		RRE-containing
SD_DY_contig_2415399.region001	SD_DY_bin_309	0.6007519592639908	97.51	1.243	63.7	47694	3662017	170	3515	141914	0.87882037	o__Rhodospirillales (UID3754)	336	33.33	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__SMXQ01;f__SMXQ01;g__SMXQ01;s__	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__;f__;g__;s__		RRE-containing
SD_DY_contig_8928799.region001	SD_DY_bin_82	0.5987413222918627	89.56	4.053	58.7	33944	4107559	224	3916	150402	0.903804479	c__Gammaproteobacteria (UID4267)	544	12.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Woeseiales;f__Woeseiaceae;g__SZUA-117;s__	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__;f__;g__;s__		NAGGN
GD_ZH_contig_20748211.region001	GD_ZH_bin_155	0.5978937562667658	89.58	5.107	50.6	50462	4513660	196	3762	153665	0.923994773	k__Bacteria (UID2569)	278	46.15	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__GCA-2748055;g__GCA-2748055;s__	d__Bacteria;p__Bacteroidetes;c__;o__;f__;g__;s__		terpene
GD_ZH_contig_3798809.region001	GD_ZH_bin_155	0.5978937562667658	89.58	5.107	50.6	50462	4513660	196	3762	153665	0.923994773	k__Bacteria (UID2569)	278	46.15	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__GCA-2748055;g__GCA-2748055;s__	d__Bacteria;p__Bacteroidetes;c__;o__;f__;g__;s__		terpene
SD_QD_contig_17383934.region001	SD_QD_bin_183	0.5971100846063779	89.35	3.935	59.7	81232	3685017	129	3578	326804	0.907464977	c__Gammaproteobacteria (UID4443)	451	0.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__HTCC2089;g__UBA2965;s__	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__;f__;g__;s__		terpene
ZJ_WZ_contig_25764355.region001	ZJ_WZ_bin_12	0.5967168480576541	84.21	7.096	62.4	35331	7296824	347	6454	111183	0.929811765	c__Deltaproteobacteria (UID3216)	247	6.67	d__Bacteria;p__Myxococcota;c__Polyangia;o__Haliangiales;f__Haliangiaceae;g__;s__	d__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Myxococcales;f__Kofleriaceae;g__;s__	Sulphate reduction	lassopeptide
SD_DY_contig_8312628.region001	SD_DY_bin_262	0.5959049800560422	98.9	0.0	66.3	59851	3985096	195	3448	210223	0.919901629	k__Bacteria (UID2495)	147	0.0	d__Bacteria;p__Eisenbacteria;c__RBG-16-71-46;o__RBG-16-71-46;f__RBG-16-71-46;g__;s__	d__Bacteria;p__Candidatus Eisenbacteria;c__;o__;f__;g__;s__		terpene
GD_ZH_contig_6197109.region001	GD_ZH_bin_38	0.5955568287343374	87.21	1.098	70.0	90515	4177969	92	3610	368786	0.925456847	k__Bacteria (UID2495)	147	0.0	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__GWC2-71-9;g__JABFSM01;s__	d__Bacteria;p__Gemmatimonadetes;c__;o__;f__;g__;s__		hydrogen-cyanide
GD_ZH_contig_690738.region001	GD_ZH_bin_38	0.5955568287343374	87.21	1.098	70.0	90515	4177969	92	3610	368786	0.925456847	k__Bacteria (UID2495)	147	0.0	d__Bacteria;p__Gemmatimonadota;c__Gemmatimonadetes;o__Gemmatimonadales;f__GWC2-71-9;g__JABFSM01;s__	d__Bacteria;p__Gemmatimonadetes;c__;o__;f__;g__;s__		terpene
ZJ_WZ_contig_24076148.region001	ZJ_WZ_bin_216	0.5946338076830444	98.26	4.637	57.2	38016	5268372	339	5212	149595	0.883394354	c__Alphaproteobacteria (UID3305)	349	5.56	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Aestuariivirgaceae;g__JABDJG01;s__	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Hyphomicrobiales;f__;g__;s__		NRPS-like
ZJ_WZ_contig_1340147.region001	ZJ_WZ_bin_216	0.5946338076830444	98.26	4.637	57.2	38016	5268372	339	5212	149595	0.883394354	c__Alphaproteobacteria (UID3305)	349	5.56	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Aestuariivirgaceae;g__JABDJG01;s__	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Hyphomicrobiales;f__;g__;s__		thioamitides
ZJ_WZ_contig_22617918.region001	ZJ_WZ_bin_216	0.5946338076830444	98.26	4.637	57.2	38016	5268372	339	5212	149595	0.883394354	c__Alphaproteobacteria (UID3305)	349	5.56	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Aestuariivirgaceae;g__JABDJG01;s__	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Hyphomicrobiales;f__;g__;s__		terpene
ZJ_WZ_contig_9675887.region001	ZJ_WZ_bin_216	0.5946337981080589	98.26	4.637	57.2	38016	5268372	339	5212	149595	0.883394354	c__Alphaproteobacteria (UID3305)	349	5.56	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Aestuariivirgaceae;g__JABDJG01;s__	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Hyphomicrobiales;f__;g__;s__		hydrogen-cyanide
JS_LYG_contig_8569489.region001	JS_LYG_bin_19	0.593651537567702	100.0	0.8	39.8	48977	1595767	81	1772	130904	0.880602562	p__Euryarchaeota (UID3)	188	100.0	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanothermobacteraceae_A;g__Methanothermobacter_A;s__Methanothermobacter_A tenebrarum	d__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__;s__		thiopeptide.thioamitides
JS_LYG_contig_16798679.region001	JS_LYG_bin_19	0.5936515307971648	100.0	0.8	39.8	48977	1595767	81	1772	130904	0.880602562	p__Euryarchaeota (UID3)	188	100.0	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanothermobacteraceae_A;g__Methanothermobacter_A;s__Methanothermobacter_A tenebrarum	d__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__;s__		archaeal-RiPP
SD_DY_contig_2945408.region001	SD_DY_bin_45	0.5932685027392751	88.97	2.47	67.0	12373	4158790	465	4242	51505	0.892659277	c__Alphaproteobacteria (UID3305)	349	37.5	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__GCA-2731375;f__GCA-2731375;g__;s__	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__;f__;g__;s__		hydrogen-cyanide
HN_SY_contig_28974166.region001	HN_SY_bin_44	0.5925800318878469	93.97	2.98	62.3	39495	4479031	188	4056	115360	0.895841975	c__Gammaproteobacteria (UID4444)	506	47.37	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halieaceae;g__;s__	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Cellvibrionales;f__Halieaceae;g__;s__		NAGGN
GD_ZH_contig_22690117.region001	GD_ZH_bin_166	0.5913123088750553	87.44	0.99	39.5	40272	3121079	149	2750	123980	0.91368671	p__Bacteroidetes (UID2591)	302	50.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__;s__	d__Bacteria;p__Bacteroidetes;c__Saprospiria;o__Saprospirales;f__Saprospiraceae;g__;s__		terpene
GX_BH_contig_30578862.region001	GX_BH_bin_59	0.5906307895889896	92.47	6.965	59.4	15749	4461476	442	4443	79655	0.885906605	c__Gammaproteobacteria (UID4267)	544	35.85	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__GCA-001735895;f__GCA-001735895;g__GCA-001735895;s__	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__;f__;g__;s__		hydrogen-cyanide
JS_YC_contig_12761478.region001	JS_YC_bin_174	0.589489336293706	92.04	1.203	69.4	54904	4582611	128	3734	152040	0.885394497	k__Bacteria (UID2565)	143	50.0	d__Bacteria;p__Planctomycetota;c__PLA2;o__PLA2;f__JAEUHO01;g__;s__	d__Bacteria;p__Planctomycetes;c__Planctomycetia;o__;f__;g__;s__		phosphonate
JS_YC_contig_15133020.region001	JS_YC_bin_174	0.5894893295231688	92.04	1.203	69.4	54904	4582611	128	3734	152040	0.885394497	k__Bacteria (UID2565)	143	50.0	d__Bacteria;p__Planctomycetota;c__PLA2;o__PLA2;f__JAEUHO01;g__;s__	d__Bacteria;p__Planctomycetes;c__Planctomycetia;o__;f__;g__;s__		terpene
JS_YC_contig_620288.region001	JS_YC_bin_174	0.5894893295231688	92.04	1.203	69.4	54904	4582611	128	3734	152040	0.885394497	k__Bacteria (UID2565)	143	50.0	d__Bacteria;p__Planctomycetota;c__PLA2;o__PLA2;f__JAEUHO01;g__;s__	d__Bacteria;p__Planctomycetes;c__Planctomycetia;o__;f__;g__;s__		betalactone
LN_DD_contig_5684987.region001	LN_DD_bin_132	0.5850530248891324	88.62	8.135	61.0	86465	4887621	205	4435	264419	0.898671895	c__Gammaproteobacteria (UID4267)	544	4.35	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Woeseiales;f__Woeseiaceae;g__SZUA-117;s__	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__Woeseiaceae;g__Woeseia;s__		NRPS-like
LN_DD_contig_5684987.region002	LN_DD_bin_132	0.5850530220846841	88.62	8.135	61.0	86465	4887621	205	4435	264419	0.898671895	c__Gammaproteobacteria (UID4267)	544	4.35	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Woeseiales;f__Woeseiaceae;g__SZUA-117;s__	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__Woeseiaceae;g__Woeseia;s__		betalactone
ZJ_NB_contig_25857530.region001	ZJ_NB_bin_109	0.5847332250825669	97.74	1.881	40.5	32753	4954423	299	4004	174085	0.858479046	k__Bacteria (UID2569)	278	25.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Prolixibacteraceae;g__Draconibacterium;s__	d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Marinilabiliales;f__Prolixibacteraceae;g__Draconibacterium;s__		terpene
GD_ZH_contig_24067008.region001	GD_ZH_bin_261	0.5838221895607671	93.51	4.506	64.7	56430	4238321	196	3872	205246	0.907151314	c__Gammaproteobacteria (UID4443)	451	0.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__UBA5518;g__;s__	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__;f__;g__;s__		RRE-containing
GD_ZH_contig_24368148.region001	GD_ZH_bin_261	0.5838221895607671	93.51	4.506	64.7	56430	4238321	196	3872	205246	0.907151314	c__Gammaproteobacteria (UID4443)	451	0.0	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__UBA5518;g__;s__	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__;f__;g__;s__		RiPP-like
SD_DY_contig_13224212.region001	SD_DY_bin_46	0.5821562348313157	95.62	2.204	57.8	42344	5039302	254	4166	177043	0.896611477	k__Bacteria (UID2570)	274	0.0	d__Bacteria;p__Bacteroidota;c__Rhodothermia;o__Rhodothermales;f__;g__;s__	d__Bacteria;p__Bacteroidetes;c__;o__;f__;g__;s__		T3PKS
HN_SY_contig_356105.region001	HN_SY_bin_15	0.5808841097329254	92.71	2.664	59.9	13857	3964562	362	3809	60602	0.872924895	c__Gammaproteobacteria (UID4267)	544	18.75	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Competibacterales;f__Competibacteraceae;g__;s__	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__;f__Candidatus Competibacteraceae;g__;s__		RRE-containing
JS_YC_contig_7379985.region001	JS_YC_bin_113	0.5803762420036326	91.73	0.504	62.8	51077	2203106	75	2251	157806	0.880640861	o__Rhizobiales (UID3447)	413	50.0	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Methyloligellaceae;g__Methyloceanibacter;s__Methyloceanibacter sp002390155	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Hyphomicrobiaceae;g__;s__		terpene
SD_DY_contig_9013973.region001	SD_DY_bin_388	0.5799160621980869	96.89	1.488	50.4	12957	3995473	450	3717	57144	0.835581739	c__Deltaproteobacteria (UID3217)	280	66.67	d__Bacteria;p__Desulfobacterota;c__Desulfobulbia;o__Desulfobulbales;f__Desulfocapsaceae;g__Desulfopila_A;s__	d__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfobacterales;f__Desulfobulbaceae;g__Desulfopila;s__	Sulphate reduction	RRE-containing
JS_YC_contig_21011630.region001	JS_YC_bin_8	0.5777239823220054	89.72	0.742	38.4	146617	3109534	53	2543	340751	0.890489172	p__Bacteroidetes (UID2591)	302	0.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__UBA2365;s__	d__Bacteria;p__Bacteroidetes;c__Saprospiria;o__Saprospirales;f__Saprospiraceae;g__;s__		terpene
JS_YC_contig_21011630.region002	JS_YC_bin_8	0.5777239755514681	89.72	0.742	38.4	146617	3109534	53	2543	340751	0.890489172	p__Bacteroidetes (UID2591)	302	0.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__UBA2365;s__	d__Bacteria;p__Bacteroidetes;c__Saprospiria;o__Saprospirales;f__Saprospiraceae;g__;s__		terpene
GD_ZH_contig_20049290.region001	GD_ZH_bin_36	0.5759377450926048	93.16	3.846	71.1	57145	4918583	156	4510	205141	0.908760442	k__Bacteria (UID1453)	171	20.0	d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__Ilumatobacteraceae;g__;s__	d__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales;f__Ilumatobacteraceae;g__;s__		ranthipeptide
SD_QD_contig_118407.region001	SD_QD_bin_140	0.5758697644323777	88.43	5.862	54.3	56445	3488006	156	3444	192905	0.897268836	c__Gammaproteobacteria (UID4267)	544	30.3	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__GCA-001735895;f__GCA-001735895;g__GCA-001735895;s__	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__;f__;g__;s__		hydrogen-cyanide
SD_QD_contig_11888979.region001	SD_QD_bin_140	0.5758697576618407	88.43	5.862	54.3	56445	3488006	156	3444	192905	0.897268836	c__Gammaproteobacteria (UID4267)	544	30.3	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__GCA-001735895;f__GCA-001735895;g__GCA-001735895;s__	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__;f__;g__;s__		RRE-containing.ectoine
GX_BH_contig_16674494.region001	GX_BH_bin_105	0.575727853692123	95.51	7.066	62.5	56164	4939376	134	4618	215764	0.881631799	c__Gammaproteobacteria (UID4267)	544	2.38	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__HK1;f__HK1;g__;s__	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__;f__;g__;s__		RRE-containing.hydrogen-cyanide
GX_BH_contig_1021579.region001	GX_BH_bin_105	0.575727853692123	95.51	7.066	62.5	56164	4939376	134	4618	215764	0.881631799	c__Gammaproteobacteria (UID4267)	544	2.38	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__HK1;f__HK1;g__;s__	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__;f__;g__;s__		NRPS-like
GX_BH_contig_18310404.region001	GX_BH_bin_105	0.575727853692123	95.51	7.066	62.5	56164	4939376	134	4618	215764	0.881631799	c__Gammaproteobacteria (UID4267)	544	2.38	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__HK1;f__HK1;g__;s__	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__;f__;g__;s__		RiPP-like
SD_DY_contig_12023912.region001	SD_DY_bin_344	0.5755685005328961	96.44	3.488	64.8	35677	6436159	299	5201	155644	0.862883779	k__Bacteria (UID2565)	141	25.0	d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__;f__;g__;s__	d__Bacteria;p__Planctomycetes;c__Planctomycetia;o__;f__;g__;s__		terpene
SD_DY_contig_15382486.region001	SD_DY_bin_344	0.5755685005328961	96.44	3.488	64.8	35677	6436159	299	5201	155644	0.862883779	k__Bacteria (UID2565)	141	25.0	d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__;f__;g__;s__	d__Bacteria;p__Planctomycetes;c__Planctomycetia;o__;f__;g__;s__		hydrogen-cyanide
